 HTC,3.5mm_jack,3g_capable,4g_capable,QWERTY_physical_keyboard,SIM_card_quantity,SIM_type,Unnamed: 76,additional_features,alert_types,audio_connectors,audio_time,auto_focus,band_mode,battery_type,bluetooth,bluetooth_type,body_material,box,brand,browser,browser_type,bundled_items,camera_features,camera_flash,camera_type,card_slot,cellular,charger_and_cable,charger_connection_type,chipset,color,computer_operating_system,condition,connectivity,contract,depth,design,digital_camera,dimensions,display_color,display_format,display_protection,display_resolution,display_size,display_technology,display_type,edge,email,english_firmware,entry_number,front_cam_resolution,front_camera,global_ready,gprs,gps,gps_type,gpu,headphones_included,hearing_aid_compatible,height,infrared_port,java,keypad_type,language,launch_date,launch_status,manufacturer,manufacturer_origin,memory,messaging,modelnum,mp3_player,mpn,multitouch,network_generation,network_speed,network_technology,nfc,no_bundled_items,normalized_product_name,package_weight,phone_carrier,phone_type,ports,processor_type,product_code,product_gtin,product_type,radio,ram,rear_cam_resolution,rear_camera,sensors,software,speakerphone,standby_time,supported_audio_formats,supported_picture_formats,tagline,talk_time,touch_screen,touchscreen_type,usb,user_manual,video_quality,warranty,water_resistance,wattage,weight,width,wifi,wireless_charging,wlan
[],[],[],[],[],[],[],[],"[""3G Data Capable""]",[],[],[],[],[],"[""Lithium Ion""]",[],[],[],[],"[""LG""]","[""Yes""]",[],"[""Adapter, Cable""]",[],[],[],"[""MicroSD""]",[],[],[],[],"[""Black"", ""Black Leather""]","[""Android""]","[""Factory Unlocked"", ""New""]","[""Bluetooth, USB 2.0, WiFi""]","[""Without Contract""]",[],"[""Bar""]","[""Yes""]",[],[],[],[],"[""2560 x 1440 pixels""]","[""5.5\""""]","[""IPS Quantum""]",[],[],"[""Yes""]",[],"[""64"", ""65"", ""80"", ""81"", ""82"", ""150""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""32GB""]",[],[],[],"[""G4"", ""VS986LD""]",[],"[""4G""]",[],[],[],[],lg g4,[],"[""Verizon""]","[""LG G4"", ""G4""]",[],"[""Quad Core""]",[],"[""652810815901""]","[""Smartphone""]",[],"[""3GB""]","[""16.0MP""]",[],[],[],"[""Yes""]","[""Up to 408 hr""]",[],[],[],[],"[""Yes""]",[],[],[],[],[],[],"[""3000 mAh""]",[],[],[],[],[]
[],[],"[""Yes""]","[""Yes""]",[],[],[],[],"[""Bluetooth Enabled, Internet Browser, Music Player, Touchscreen, Wi-Fi Capable"", ""Camera, Colour Screen, Email, FM Radio, Internet Browsing, MMS (Multimedia Messaging), MP3 Player, Touch Screen, Video Calling"", ""3G Data Capable, 4G Data Capable, 4K Video Recording, Bluetooth Enabled, Global Ready, GPS, Internet Browser, Music Player, Near Field Communication, Speakerphone, Touchscreen, Wi-Fi Capable"", ""4G Data Capable, Bluetooth Enabled, Fingerprint Sensor, Global Ready, GPS, Near Field Communication, QWERTY Keyboard, Speakerphone, Touchscreen, Wi-Fi Capable"", ""Bluetooth ,  Wi-fi Ready ,  Tri Band ,  Dual Band ,  GPS ,  Camera ,  Full Web Browsers ,  Music Player"", ""Bluetooth ,  Wi-fi Ready ,  Dual Band ,  GPS ,  Camera ,  Full Web Browsers ,  Music Player""]",[],[],[],[],"[""Make Sure Your Carrier Support the 4G/LTE Bands"", ""\tGSM 850 / 900 / 1800 / 1900""]","[""Lithium Ion""]",[],[],[],[],"[""LG""]","[""Yes""]",[],"[""Adaptor, Cable""]",[],[],[],"[""MicroSD""]","[""(not CDMA)"", ""GSM""]",[],[],[],"[""Brown"", ""Brown Leather colors"", ""Gray"", ""Black"", ""Grey"", ""Metallic Grey""]","[""Android""]","[""Factory Unlocked"", ""New""]","[""3G, 4G, Bluetooth, GPRS, GPS, Infrared, Quad-Band, USB, WAP, Wi-Fi""]","[""Without Contract""]",[],"[""Bar""]",[],"[""148.9 x 76.1 x 6.3 - 9.8 mm"", ""3.00 x 6.00 x 9.00 IN""]",[],[],[],"[""1440 x 2560 pixels""]","[""5.5\"""", ""5.5""]","[""IPS LCD""]",[],[],[],[],"[""66"", ""149"", ""151"", ""152"", ""154"", ""155"", ""156"", ""157"", ""158"", ""159"", ""160"", ""162"", ""163"", ""164"", ""165"", ""166"", ""167"", ""201"", ""203"", ""204"", ""205""]",[],[],"[""Yes""]",[],"[""Yes"", ""yes, with A-GPS, GLONASS""]",[],"[""Adreno 418""]",[],[],[],[],[],[],[],[],[],"[""LG""]",[],"[""32GB""]",[],[],[],"[""LG G4 H815T Leather Brown 32GB"", ""LG G4 H815 Leather Brown 32GB"", ""LG G4 H815 32GB"", ""ebay_LGG432GBMetallicGray"", ""H815 32GB"", ""H815"", ""H815 32GB BLK"", ""H815 32GB BLK LEATHER""]",[],[],[],"[""(not CDMA)""]",[],[],lg g4 h815,[],"[""Factory Unlocked"", ""Unlocked"", ""Unlocked for all European Sim's""]","[""G4"", ""LG G4"", ""H815 32GB"", ""H815 32GB BLK"", ""H815 32GB BLK LEATHER""]",[],"[""Dual-core"", ""1.44 GHz"", ""Hexa Core""]",[],"[""8806084986597"", ""8806084985699""]",[],[],"[""3GB""]","[""16MP"", ""16.0MP"", ""16 Megapixel""]",[],[],[],"[""Yes""]","[""440 hours""]",[],[],[],"[""20 hours"", ""\t20 Hours""]","[""Yes"", ""yes""]",[],"[""1 x MicroUSB 2.0"", ""\t1 x MicroUSB 2.0""]",[],[],"[""Not provided"", ""Other""]",[],[],"[""155""]",[],"[""Yes""]",[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Mixed usage up to 24 hours""]",[],[],[],[],[],[],[],[],[],[],[],"[""Up to 32GB MicroSD""]",[],[],[],[],"[""Black""]","[""Android 5.1""]",[],[],[],"[""0.46""]","[""Slate Phone""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""67"", ""68""]",[],[],[],[],[],[],[],"[""Yes""]","[""Yes""]","[""5.59""]",[],[],[],[],[],[],[],[],"[""8GB internal memory""]",[],[],[],[],[],[],[],"[""GSM""]",[],[],motorola moto g,[],"[""Consumer Cellular""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Post-Paid""]",[],[],[],[],[],[],"[""1 year""]",[],[],"[""0.34""]","[""2.85""]",[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Metals and Plastic""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""White""]","[""Android OS v4.2.2 (Jelly Bean) v4.3 (Jelly Bean)""]","[""Unlocked""]",[],[],"[""0.46""]","[""Bar Phone""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""69""]",[],[],[],[],[],[],[],[],[],"[""4.88""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""GSM""]",[],[],samsung galaxy s4 mini,[],"[""No provider specified""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""90 Day Warranty""]",[],[],"[""0.82""]","[""2.52""]",[],[],[]
[],[],[],[],[],[],[],[],"[""Bluetooth ,  Wi-fi Ready ,  GPS ,  Camera ,  Full Web Browsers ,  Music Player""]",[],[],[],[],[],"[""Lithium Ion""]",[],[],[],[],"[""Verizon Wireless"", ""T-Mobile""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""\tAndroid"", ""Android""]","[""New""]",[],[],[],[],[],"[""5.38 x 2.75 x 0.31 IN"", ""6.50 x 3.94 x 2.13 IN""]",[],[],[],[],"[""5\""""]",[],[],[],[],[],"[""70"", ""71"", ""206"", ""207""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Samsung""]",[],[],[],[],[],"[""VZW-SCHI545KPP"", ""610214635082""]",[],[],[],[],[],[],samsung galaxy s4,[],"[""Verizon"", ""T-Mobile""]","[""Samsung Galaxy S4 ,  Samsung GS4"", ""Samsung Galaxy S4 ,  610214635082""]","[""1 x Headphones""]",[],[],[],[],[],[],"[""13 Megapixel""]",[],[],[],[],"[""300 hours""]",[],[],[],"[""17 hours""]",[],[],"[""1 x MicroUSB""]",[],"[""1920 x 1080""]",[],[],[],[],[],[],[],[]
[],[],[],[],[],"[""Single SIM""]","[""Micro SIM""]",[],"[""3G Data Capable, 4G Data Capable, Bluetooth Enabled, Fingerprint Sensor, Near Field Communication, GPS, Internet Browser, Music Player, Speakerphone, Touchscreen, Wi-Fi Capable, Voice-Activated Dialing""]",[],[],"[""67.0""]",[],[],"[""Lithium ion""]",[],"[""Y""]",[],[],"[""Samsung""]",[],[],[],[],[],[],"[""Up to 128GB microSD""]",[],"[""Y""]","[""microUSB""]",[],"[""Black"", ""White""]","[""Android 5 Lollipop"", ""Android""]","[""Factory Unlocked""]",[],"[""Without Contract""]","[""8.1\ufffdMillimetre""]","[""Bar""]","[""Y""]",[],[],[],[],[],"[""5.1\""""]",[],"[""sAMOLED HD""]",[],[],[],"[""72"", ""186""]",[],"[""Y""]",[],[],[],[],[],"[""Y""]",[],"[""142.0\ufffdMillimetre""]",[],[],"[""Touchscreen""]",[],[],[],[],[],"[""16GB""]",[],[],"[""Y""]","[""SM-G900A""]",[],"[""4G""]",[],"[""QuadBand""]","[""Y""]",[],samsung galaxy s5 16gb,[],"[""SIM Free"", ""AT&T""]","[""Samsung Galaxy S5""]",[],"[""Carmen2 (Octa 1.6GHz""]",[],[],"[""Smart phone""]","[""Y""]","[""2GB""]","[""16.0MP""]","[""Y""]",[],[],[],"[""390""]",[],[],[],"[""21""]","[""Y""]",[],[],[],[],[],[],"[""2800""]","[""145.0\ufffdGram""]","[""72.0\ufffdMillimetre""]","[""Y""]",[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""75""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],samsung galaxy s6 edge 32gb;samsung galaxy s6 edge 64gb;samsung galaxy s6 edge 128gb,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],"[""Multitasking, 3G Data Capable, 4G Data Capable, Bluetooth Enabled, Global Ready, GPS, Internet Browser, Music Player, QWERTY Keyboard, Speakerphone, Touchscreen, Voice-Activated Dialing, Wi-Fi Capable"", ""3G Data Capable""]",[],[],[],[],[],[],"[""Yes""]",[],[],[],"[""LG""]","[""Yes""]",[],"[""Adaptor, Cable""]",[],[],[],"[""MicroSD""]","[""EDGE/GSM 850/900/1800/1900 CDMA/1xEVDO Rev. A 800/1900 LTE 2/3/4/5/7/13""]",[],[],[],"[""Metallic Gray"", ""Ceramic White"", ""Black""]","[""Android""]","[""Network Unlocked"", ""New"", ""Factory Unlocked""]",[],"[""Without Contract""]","[""0.39 in.""]","[""Bar"", ""Smartphone""]","[""Yes""]",[],[],[],[],"[""2560 x 1440 pixels""]","[""5.5\""""]","[""IPS Quantum"", ""LCD""]",[],[],"[""Yes""]",[],"[""77"", ""78"", ""79"", ""153""]",[],[],[],[],[],[],[],[],[],"[""5.86 in.""]",[],[],[],[],[],[],[],[],"[""32GB""]",[],"[""VS986""]",[],"[""VS986""]",[],"[""4G""]",[],[],[],[],lg g4 vs986,[],"[""Verizon""]","[""LG G4"", ""G4""]",[],"[""Hexa Core""]","[""652810815772""]","[""652810815901""]","[""Smartphone""]",[],"[""3GB""]","[""16.0MP""]",[],[],[],"[""Yes""]",[],[],[],[],[],"[""Yes""]",[],[],[],[],[],[],"[""3000 mAh""]","[""5.45 oz""]","[""3 in.""]",[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Huawei""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""Android""]","[""Used""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""83""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""32GB""]",[],[],[],[],[],[],[],[],[],[],nexus 6p 32gb,[],[],"[""Nexus 6P""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""84""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],nexus 6p,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""86""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],samsung galaxy note 5,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],"[""4G Data Capable, Bluetooth Enabled, Fingerprint Sensor, GPS, Internet Browser, Iris Scanning, Music Player, QWERTY Keyboard, Speakerphone, Touchscreen, Voice-Activated Dialing, Wi-Fi Capable, Wireless Charging""]",[],[],[],[],[],[],"[""Yes""]",[],[],[],"[""Samsung""]",[],[],"[""Case, Extra Battery, Screen Protector(s)""]",[],[],[],[],"[""GSM 850/900/1800/1900 UMTS 850/1900/2100 FDD LTE 700/800/850/900/1700/1800/1900/2100""]",[],[],[],"[""Black Sapphire"", ""White Pearl""]","[""Android""]","[""Network Unlocked""]",[],"[""Without contract"", ""Without Contract""]",[],"[""Bar""]","[""Yes""]",[],[],[],[],[],"[""5.1\""""]","[""Quad HD Super AMOLED""]",[],[],"[""Yes""]",[],"[""87"", ""90""]",[],[],[],[],"[""Yes""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""128GB""]",[],"[""SM-G925A""]",[],"[""SM-G925AZWFATT""]",[],"[""2G, 3G, 4G""]",[],[],[],[],samsung galaxy s6 edge 128gb,[],"[""T-Mobile"", ""AT&T""]",[],[],"[""Hexa Core""]",[],[],"[""Smartphone""]",[],"[""3GB""]","[""16.0MP""]",[],[],[],"[""Yes""]",[],[],[],[],[],"[""Yes""]",[],[],[],[],[],[],"[""2600 mAh""]",[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""96""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],sony xperia z5,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""108""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],iphone 4s 16gb;iphone 4s 32gb;iphone 4s 64gb,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""109""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],iphone 4s 8gb;iphone 4s 16gb;iphone 4s 32gb,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],"[""Not Included""]",[],[],[],[],[],[],[],"[""Lithium Ion""]","[""Yes""]",[],[],[],"[""Apple""]","[""Yes""]",[],[],[],[],[],[],"[""CDMA EVDO Rev. A 800/1900""]",[],[],[],"[""Black"", ""White""]",[],"[""Factory Unlocked"", ""Good""]",[],"[""Without Contract""]","[""0.37 in.""]","[""Smartphone"", ""Bar""]","[""Yes""]",[],[],[],[],"[""960 x 640 pixels""]","[""3.5\""""]","[""TFT LCD""]",[],[],"[""Yes""]",[],"[""120"", ""121""]",[],[],[],[],"[""Yes""]",[],[],[],[],"[""4.5 in.""]",[],[],[],[],"[""10/14/2011""]",[],[],[],"[""8GB""]",[],[],[],"[""iphone 4"", ""MD440LL/A""]",[],"[""2G, 3G""]",[],"[""CDMA / EVDO Rev. A""]",[],[],iphone 4 8gb,[],"[""AT&T Unlocked for GSM Carriers (Not for pre-paid)"", ""Verizon""]","[""iPhone 4"", ""4""]",[],[],"[""400038152724, 885909543274""]",[],"[""Smartphone""]",[],[],"[""5.0MP""]",[],[],[],"[""Yes""]","[""Up to 300 hr""]",[],[],"[""Yes""]","[""Up to 840 min""]","[""Yes""]",[],[],[],[],[],[],"[""1420 mAh""]","[""4.8 oz""]","[""2.31 in.""]",[],[],[]
[],"[""Yes""]",[],[],[],[],"[""Nano-SIM""]","[""Active noise cancellation with dedicated mic,AirDrop file sharing,Siri natural language commands and dictation,iCloud cloud service,Twitter and Facebook integration,TV-out,Maps,iBooks PDF reader,Audio/video player/editor,Organizer,Document viewer/editor ((Word, Excel, PowerPoint),Image viewer/editor,Voice memo/dial/command,Predictive text input""]","[""1/3.2\\'\\' sensor size, 1.4 \ufffdm pixel size, simultaneous HD video and image recording, touch focus, geo-tagging, face detection, HDR panorama, HDR photo""]","[""Vibration, proprietary ringtones""]",[],[],[],[],[],"[""Yes, v4.0 with A2DP, LE""]",[],[],[],[],[],"[""HTML (Safari)""]",[],[],[],[],[],"[""LTE - all versions""]",[],[],"[""Apple A6""]","[""White, Blue, Green, Yellow, Pink""]","[""iOS 7, upgradable to iOS 7.0.4""]",[],[],[],[],[],[],"[""640 x 1136 pixels, 4.0 inches (~326 ppi pixel density)""]",[],[],[],[],[],[],"[""LED-backlit IPS LCD, capacitive touchscreen, 16M colors""]","[""Yes""]",[],[],"[""122""]","[""Yes, 1.2 MP, 720p30fps, face detection, FaceTime over Wi-Fi or Cellular""]",[],[],"[""Yes""]",[],"[""Yes, with A-GPS support and GLONASS""]","[""PowerVR SGX 543MP3 (triple-core graphics)""]",[],[],[],[],"[""No""]",[],[],"[""2013, September""]","[""Available. Released 2013, September""]",[],[],"[""16/32 GB, 1 GB RAM""]","[""iMessage, SMS (threaded view), MMS, Email, Push Email""]",[],[],[],"[""Yes""]",[],"[""DC-HSDPA, 42 Mbps; HSDPA, 21 Mbps; HSUPA, 5.76 Mbps, LTE, 100 Mbps; EV-DO Rev. A, up to 3.1 Mbps""]",[],[],[],iphone 5c 16gb;iphone 5c 32gb,[],[],[],[],"[""Dual-core 1.3 GHz Swift (ARM v7-based)""]",[],[],[],[],[],"[""8 MP, 3264x2448 pixels, autofocus, LED flash, check quality""]",[],"[""Accelerometer, gyro, proximity, compass""]",[],"[""Yes""]",[],[],[],[],[],[],[],"[""Yes, v2.0""]",[],"[""Yes, 1080p30fps, video stabilization, check quality""]",[],[],[],"[""132 g (4.66 oz)""]",[],[],[],"[""Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi hotspot""]"
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""124""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],iphone 5c 32gb,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],"[""Camera Auto Focus, Touch Focus, HDR, LED Flesh, 3G Data Capable, Bluetooth Enabled, GPS, Internet Browser, QWERTY Keyboard, Speakerphone, Touchscreen, Wi-Fi Capable""]",[],[],[],[],"[""CDMA 800 / 1900, CDMA2000 1xEV-DO,""]",[],[],[],[],[],"[""Apple""]",[],[],[],[],[],[],[],[],[],[],[],"[""Black""]","[""iOS - Apple"", ""iOS""]","[""New"", ""Network Locked""]",[],"[""Without Contract""]",[],"[""Bar""]",[],[],[],[],[],[],"[""3.5\""""]",[],[],[],[],[],"[""136"", ""137"", ""138"", ""139""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""16GB""]",[],[],[],"[""MC603LL/A"", ""MC678LL/A"", ""A1349""]",[],[],[],[],[],[],iphone 4 16gb,[],"[""Unlocked"", ""Verizon""]","[""iPhone 4""]",[],[],[],[],[],[],[],"[""640 x 960 pixels""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],"[""Refer the description below""]",[],[],[],[],"[""Heart Rate Sensor, Dust-resistant, Selective Focus, HDR, Download Booster, S Health, Fast Auto Focus, Power Saving Mode, MIMO, Fingerprint Sensor, Near Field Communication, Waterproof""]",[],[],[],[],"[""LTE B1/B2/B3/B4/B5/B7/B8/B9/B17/B19/B20/B28/B38/B39/B40/B41"", ""2G, 3G & 4G LTE""]",[],[],[],[],[],"[""Huawei"", ""HTC"", ""For Huawei""]",[],[],"[""US charger with adapter (when necessary)""]",[],[],[],[],[],[],[],[],"[""Graphite"", ""Frost"", ""Gray"", ""Silver"", ""Gold""]","[""Android OS, v6.0 (Marshmallow)"", ""Android""]","[""New"", ""Factory Unlocked"", ""Used""]",[],"[""Without Contract""]",[],"[""Smartphone""]",[],[],[],[],[],[],"[""5.7\""""]",[],[],[],[],"[""Yes, from startup/settings. For others, please ask""]","[""168"", ""169"", ""170"", ""171"", ""172"", ""173"", ""174"", ""175"", ""176"", ""177"", ""178"", ""179"", ""180"", ""181"", ""182"", ""183"", ""184"", ""185""]","[""8 MP""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""64 GB"", ""64GB""]",[],[],[],"[""H1512""]",[],[],[],"[""2G GSM | 3G 800/850/900/AWS/ 1900/2100""]",[],[],nexus 6p 64gb,[],"[""Factory Unlocked""]","[""H1511"", ""Nexus 6P""]",[],"[""Aluminium, Graphite, Frost""]",[],"[""886598036115"", ""6901443077410""]","[""Smart Phone""]",[],"[""3 GB"", ""3GB""]","[""12.3 MP"", ""12 MP"", ""12.3MP""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""Digital copy (download from official webpage)""]",[],"[""1 year""]",[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],"[""3G Data Capable, 4G Data Capable, Bluetooth Enabled, Fingerprint Sensor, Global Ready, GPS, Internet Browser, Music Player, Near Field Communication, Speakerphone, Waterproof, Wi-Fi Capable""]",[],[],[],[],"[""B1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 38, 39, 40, 41"", ""B1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40""]",[],[],[],[],[],"[""Sony""]",[],[],[],[],[],[],[],[],[],[],[],"[""Gold"", ""Black, Gold, Chrome"", ""Chrome"", ""Black"", ""Black, Chrome, Gold""]","[""Android""]","[""Factory Unlocked"", ""New""]",[],"[""Without Contract""]",[],"[""Bar""]",[],[],[],[],[],[],"[""5.5\"""", ""5.2\""""]",[],[],[],[],[],"[""192"", ""193"", ""194"", ""195"", ""196"", ""197"", ""198"", ""199"", ""200""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""32GB""]",[],[],[],"[""E6853"", ""E6883""]",[],[],[],[],[],[],sony xperia z5 premium,[],"[""Unlocked"", ""unlocked""]","[""Xperia Z5 Premium"", ""Xperia Z5 Premium DUAL SIM"", ""Sony Xperia Z5 Premium"", ""Z5 Premium Dual E6883""]",[],"[""Octa Core""]",[],"[""7311271542421""]",[],[],"[""3GB""]","[""23.0MP""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
