0	1	8	9	20	21	22	23	2004	2005
"[""Akron-Canton Airport"", ""Akron-Canton Airport"", ""Akron-Canton Airport"", ""Akron-Canton Airport"", NaN]"	"[""North Canton"", ""North Canton""]"	"[""OH"", ""OH"", ""OH""]"	"[""CAK"", ""CAK"", ""CAK""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Colorado Springs Airport"", ""Colorado Springs Airport"", ""Colorado Springs Airport"", ""Colorado Springs Airport"", NaN]"	"[""Colorado Springs"", ""Colorado Springs""]"	"[""CO"", ""CO"", ""CO""]"	"[""COS"", ""COS"", ""COS""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Reno-Tahoe International Airport"", ""Reno-Tahoe International Airport"", ""Reno-Tahoe International Airport"", ""Reno-Tahoe International Airport"", NaN]"	"[""Reno"", ""Reno""]"	"[""NV"", ""NV"", ""NV""]"	"[""RNO"", ""RNO"", ""RNO""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Albany International Airport"", ""Albany International Airport"", ""Albany International Airport"", ""Albany International Airport"", NaN]"	"[""Albany"", ""Albany""]"	"[""NY"", ""NY"", ""NY""]"	"[""ALB"", ""ALB"", ""ALB""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Buffalo Niagara International Airport"", ""Buffalo Niagara International Airport"", ""Buffalo Niagara International Airport"", ""Buffalo Niagara International Airport"", NaN]"	"[""Buffalo"", ""Buffalo""]"	"[""NY"", ""NY"", ""NY""]"	"[""BUF"", ""BUF"", ""BUF""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Newark Liberty International Airport"", ""Newark Liberty International Airport"", ""Newark Liberty International Airport"", ""Newark Liberty International Airport"", ""Newark Liberty International Airport"", ""Newark Liberty International Airport""]"	"[""Newark"", ""Newark""]"	"[""NJ"", ""NJ"", ""NJ""]"	"[""EWR"", ""EWR"", ""EWR""]"	"[""Newark, New Jersey, United States"", ""Newark, New Jersey, United States""]"	"[""EWR/KEWR"", ""EWR/KEWR""]"	"[29.0, ""5.5%""]"	"[""33,399,207"", ""33,399,207""]"	29.0	6.0
"[""Mccarran International Airport"", ""Mccarran International Airport"", ""Mccarran International Airport"", ""McCarran International Airport"", ""Mccarran International Airport"", ""McCarran International Airport""]"	"[""Las Vegas"", ""Las Vegas""]"	"[""NV"", ""NV"", ""NV""]"	"[""LAS"", ""LAS"", ""LAS""]"	"[""Las Vegas, Nevada, United States"", ""Las Vegas, Nevada, United States""]"	"[""LAS/KLAS"", ""LAS/KLAS""]"	"[17.0, ""6.3%""]"	"[""40,469,012"", ""40,469,012""]"	17.0	2.0
"[""Chicago Midway Airport"", ""Chicago Midway Airport"", ""Chicago Midway Airport"", ""Chicago Midway Airport"", NaN]"	"[""Chicago"", ""Chicago""]"	"[""IL"", ""IL"", ""IL""]"	"[""MDW"", ""MDW"", ""MDW""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Long Beach Airport"", ""Long Beach Airport"", ""Long Beach Airport"", ""Long Beach Airport"", NaN]"	"[""Long Beach"", ""Long Beach""]"	"[""CA"", ""CA"", ""CA""]"	"[""LGB"", ""LGB"", ""LGB""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Los Angeles International Airport"", ""Los Angeles International Airport"", ""Los Angeles International Airport"", ""Los Angeles International Airport"", ""Los Angeles International Airport"", ""Los Angeles International Airport""]"	"[""Los Angeles"", ""Los Angeles""]"	"[""CA"", ""CA"", ""CA""]"	"[""LAX"", ""LAX"", ""LAX""]"	"[""Los Angeles, California, United States"", ""Los Angeles, California, United States""]"	"[""LAX/KLAX"", ""LAX/KLAX""]"	"[7.0, ""5.5%""]"	"[""56,520,843"", ""56,520,843""]"	7.0	1.0
"[""Bradley International Airport"", ""Bradley International Airport"", ""Bradley International Airport"", ""Bradley International Airport"", NaN]"	"[""Windsor Locks"", ""Windsor Locks""]"	"[""CT"", ""CT"", ""CT""]"	"[""BDL"", ""BDL"", ""BDL""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Washington Dulles International Airport"", ""Washington Dulles International Airport"", ""Washington Dulles International Airport"", ""Washington Dulles International Airport"", NaN]"	"[""Washington"", ""Washington""]"	"[""DC"", ""DC"", ""DC""]"	"[""IAD"", ""IAD"", ""IAD""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Luis Munoz Marin International Airport"", ""Luis Munoz Marin International Airport"", ""Luis Munoz Marin International Airport"", ""Luis Munoz Marin International Airport"", NaN]"	"[""San Juan"", ""San Juan""]"	"[""PR"", ""PR"", ""PR""]"	"[""SJU"", ""SJU"", ""SJU""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Grand Canyon National Park Airport"", ""Grand Canyon National Park Airport"", ""Grand Canyon National Park Airport"", ""Grand Canyon National Park Airport"", NaN]"	"[""Grand Canyon"", ""Grand Canyon""]"	"[""AZ"", ""AZ"", ""AZ""]"	"[""GCN"", ""GCN"", ""GCN""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Southwest Florida International Airport"", ""Southwest Florida International Airport"", ""Southwest Florida International Airport"", ""Southwest Florida International Airport"", NaN]"	"[""Fort Myers"", ""Fort Myers""]"	"[""FL"", ""FL"", ""FL""]"	"[""RSW"", ""RSW"", ""RSW""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Fresno Air Terminal"", ""Fresno Air Terminal"", ""Fresno Air Terminal"", ""Fresno Air Terminal"", NaN]"	"[""Fresno"", ""Fresno""]"	"[""CA"", ""CA"", ""CA""]"	"[""FAT"", ""FAT"", ""FAT""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Gulfport-Biloxi International Airport"", ""Gulfport-Biloxi International Airport"", ""Gulfport-Biloxi International Airport"", ""Gulfport-Biloxi International Airport"", NaN]"	"[""Gulfport"", ""Gulfport""]"	"[""MS"", ""MS"", ""MS""]"	"[""GPT"", ""GPT"", ""GPT""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Miami International Airport"", ""Son Sant Joan Airport"", ""Miami International Airport"", ""Miami International Airport"", ""Miami International Airport"", ""Miami International Airport"", ""Miami International Airport""]"	"[""Miami"", ""Miami""]"	"[""FL"", ""FL"", ""FL""]"	"[""MIA"", ""MIA"", ""MIA""]"	"[""Palma, Majorca, Balearic Islands, Spain"", ""Miami-Dade County, Florida, United States"", ""Miami-Dade County, Florida, United States""]"	"[""PMI"", ""MIA/KMIA"", ""MIA/KMIA""]"	"[""4.3%"", 25.0, ""0.5%""]"	"[""15,250,975"", ""33,886,025"", ""33,886,025""]"	25.0	4.0
"[NaN, ""Z?rich Airport"", ""Sydney Airport"", NaN, ""Sydney Airport""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	"[""Kloten, Z?rich, Switzerland"", ""Sydney, New South Wales, Australia"", ""Sydney, New South Wales, Australia""]"	"[""ZRH"", ""SYD/YSSY"", ""SYD/YSSY""]"	"[""3.9%"", 28.0, ""0.4%""]"	"[""17,265,955"", ""33,451,383"", ""33,451,383""]"	28.0	5.0
"[NaN, ""Brussels Airport"", ""Barcelona Airport"", NaN, ""Barcelona Airport""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	"[""Zaventem, Flemish Brabant, Flanders, Belgium"", ""Barcelona, Catalonia, Spain"", ""Barcelona, Catalonia, Spain""]"	"[""BRU"", ""BCN/LEBL"", ""BCN/LEBL""]"	"[""3.6%"", 42.0, ""9.8%""]"	"[""16,060,407"", ""27,301,662"", ""27,301,662""]"	42.0	4.0
"[""Jacksonville International Airport"", ""Jacksonville International Airport"", ""Jacksonville International Airport"", ""Jacksonville International Airport"", NaN]"	"[""Jacksonville"", ""Jacksonville""]"	"[""FL"", ""FL"", ""FL""]"	"[""JAX"", ""JAX"", ""JAX""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Palm Springs International Airport"", ""Palm Springs International Airport"", ""Palm Springs International Airport"", ""Palm Springs International Airport"", NaN]"	"[""Palm Springs"", ""Palm Springs""]"	"[""CA"", ""CA"", ""CA""]"	"[""PSP"", ""PSP"", ""PSP""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Orlando International Airport"", ""Orlando International Airport"", ""Orlando International Airport"", ""Orlando International Airport"", ""Orlando International Airport"", ""Orlando International Airport""]"	"[""Orlando"", ""Orlando""]"	"[""FL"", ""FL"", ""FL""]"	"[""MCO"", ""MCO"", ""MCO""]"	"[""Orlando, Florida, United States"", ""Orlando, Florida, United States""]"	"[""MCO/KMCO"", ""MCO/KMCO""]"	"[27.0, ""5.5%""]"	"[""33,693,649"", ""33,693,649""]"	27.0	5.0
"[""Eppley Airfield"", ""Eppley Airfield"", ""Eppley Airfield"", ""Eppley Airfield"", NaN]"	"[""Omaha"", ""Omaha""]"	"[""NE"", ""NE"", ""NE""]"	"[""OMA"", ""OMA"", ""OMA""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Will Rogers World Airport"", ""Will Rogers World Airport"", ""Will Rogers World Airport"", ""Will Rogers World Airport"", NaN]"	"[""Oklahoma City"", ""Oklahoma City""]"	"[""OK"", ""OK"", ""OK""]"	"[""OKC"", ""OKC"", ""OKC""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""John Wayne Airport"", ""John Wayne Airport"", ""John Wayne Airport"", ""John Wayne Airport"", NaN]"	"[""Orange County"", ""Orange County""]"	"[""CA"", ""CA"", ""CA""]"	"[""SNA"", ""SNA"", ""SNA""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Ontario International Airport"", ""Ontario International Airport"", ""Ontario International Airport"", ""Ontario International Airport"", NaN]"	"[""Ontario"", ""Ontario""]"	"[""CA"", ""CA"", ""CA""]"	"[""ONT"", ""ONT"", ""ONT""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Tampa International Airport"", ""Tampa International Airport"", ""Tampa International Airport"", ""Tampa International Airport"", NaN]"	"[""Tampa"", ""Tampa""]"	"[""FL"", ""FL"", ""FL""]"	"[""TPA"", ""TPA"", ""TPA""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Burlington International Airport"", ""Burlington International Airport"", ""Burlington International Airport"", ""Burlington International Airport"", NaN]"	"[""South Burlington"", ""South Burlington""]"	"[""VT"", ""VT"", ""VT""]"	"[""BTV"", ""BTV"", ""BTV""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Charlotte/Douglas International Airport"", ""Charlotte Douglas International Airport"", ""Charlotte/Douglas International Airport"", ""Charlotte/Douglas International Airport"", ""Charlotte/Douglas International Airport"", ""Charlotte Douglas International Airport""]"	"[""Charlotte"", ""Charlotte""]"	"[""NC"", ""NC"", ""NC""]"	"[""CLT"", ""CLT"", ""CLT""]"	"[""Charlotte, North Carolina, United States"", ""Charlotte, North Carolina, United States""]"	"[""CLT/KCLT"", ""CLT/KCLT""]"	"[24.0, ""0.6%""]"	"[""34,536,666"", ""34,536,666""]"	24.0	2.0
"[""Phoenix Sky Harbor International Airport"", ""Phoenix Sky Harbor International Airport"", ""Phoenix Sky Harbor International Airport"", ""Phoenix Sky Harbor International Airport"", ""Phoenix Sky Harbor International Airport"", ""Phoenix Sky Harbor International Airport""]"	"[""Phoenix"", ""Phoenix""]"	"[""AZ"", ""AZ"", ""AZ""]"	"[""PHX"", ""PHX"", ""PHX""]"	"[""Phoenix, Arizona, United States"", ""Phoenix, Arizona, United States""]"	"[""PHX/KPHX"", ""PHX/KPHX""]"	"[19.0, ""5.2%""]"	"[""37,824,982"", ""37,824,982""]"	19.0	2.0
"[""Tucson International Airport"", ""Tucson International Airport"", ""Tucson International Airport"", ""Tucson International Airport"", NaN]"	"[""Tucson"", ""Tucson""]"	"[""AZ"", ""AZ"", ""AZ""]"	"[""TUS"", ""TUS"", ""TUS""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Seattle/Tacoma International Airport"", ""Seattle-Tacoma International Airport"", ""Seattle/Tacoma International Airport"", ""Seattle/Tacoma International Airport"", ""Seattle/Tacoma International Airport"", ""Seattle-Tacoma International Airport""]"	"[""Seattle"", ""Seattle""]"	"[""WA"", ""WA"", ""WA""]"	"[""SEA"", ""SEA"", ""SEA""]"	"[""Seattle, Washington, United States"", ""Seattle, Washington, United States""]"	"[""SEA/KSEA"", ""SEA/KSEA""]"	"[36.0, ""3.0%""]"	"[""31,227,512"", ""31,227,512""]"	36.0	1.0
"[""La Guardia Airport"", ""La Guardia Airport"", ""La Guardia Airport"", ""La Guardia Airport"", NaN]"	"[""New York"", ""New York""]"	"[""NY"", ""NY"", ""NY""]"	"[""LGA"", ""LGA"", ""LGA""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Lambert-St. Louis International Airport"", ""Lambert-St. Louis International Airport"", ""Lambert-St. Louis International Airport"", ""Lambert-St. Louis International Airport"", NaN]"	"[""Saint Louis"", ""Saint Louis""]"	"[""MO"", ""MO"", ""MO""]"	"[""STL"", ""STL"", ""STL""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Kansas City International Airport"", ""Kansas City International Airport"", ""Kansas City International Airport"", ""Kansas City International Airport"", NaN]"	"[""Kansas City"", ""Kansas City""]"	"[""MO"", ""MO"", ""MO""]"	"[""MCI"", ""MCI"", ""MCI""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Westchester County Airport"", ""Westchester County Airport"", ""Westchester County Airport"", ""Westchester County Airport"", NaN]"	"[""White Plains"", ""White Plains""]"	"[""NY"", ""NY"", ""NY""]"	"[""HPN"", ""HPN"", ""HPN""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Tallahassee Regional Airport"", ""Tallahassee Regional Airport"", ""Tallahassee Regional Airport"", ""Tallahassee Regional Airport"", NaN]"	"[""Tallahassee"", ""Tallahassee""]"	"[""FL"", ""FL"", ""FL""]"	"[""TLH"", ""TLH"", ""TLH""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Corpus Christi International Airport"", ""Corpus Christi International Airport"", ""Corpus Christi International Airport"", ""Corpus Christi International Airport"", NaN]"	"[""Corpus Christi"", ""Corpus Christi""]"	"[""TX"", ""TX"", ""TX""]"	"[""CRP"", ""CRP"", ""CRP""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Pensacola Regional Airport"", ""Pensacola Regional Airport"", ""Pensacola Regional Airport"", ""Pensacola Regional Airport"", NaN]"	"[""Pensacola"", ""Pensacola""]"	"[""FL"", ""FL"", ""FL""]"	"[""PNS"", ""PNS"", ""PNS""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Cyril E King Airport"", ""Cyril E King Airport"", ""Cyril E King Airport"", ""Cyril E King Airport"", NaN]"	"[""Charlotte Amalie"", ""Charlotte Amalie""]"	"[""VI"", ""VI"", ""VI""]"	"[""STT"", ""STT"", ""STT""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Baltimore/Washington International Airport"", ""Baltimore/Washington International Airport"", ""Baltimore/Washington International Airport"", ""Baltimore/Washington International Airport"", NaN]"	"[""BWI Airport"", ""BWI Airport""]"	"[""MD"", ""MD"", ""MD""]"	"[""BWI"", ""BWI"", ""BWI""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Burbank Bob Hope Airport"", ""Burbank Bob Hope Airport"", ""Burbank Bob Hope Airport"", ""Burbank Bob Hope Airport"", NaN]"	"[""Burbank"", ""Burbank""]"	"[""CA"", ""CA"", ""CA""]"	"[""BUR"", ""BUR"", ""BUR""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""General Mitchell International Airport"", ""General Mitchell International Airport"", ""General Mitchell International Airport"", ""General Mitchell International Airport"", NaN]"	"[""Milwaukee"", ""Milwaukee""]"	"[""WI"", ""WI"", ""WI""]"	"[""MKE"", ""MKE"", ""MKE""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Dayton International Airport"", ""Dayton International Airport"", ""Dayton International Airport"", ""Dayton International Airport"", NaN]"	"[""Dayton"", ""Dayton""]"	"[""OH"", ""OH"", ""OH""]"	"[""DAY"", ""DAY"", ""DAY""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Tulsa International Airport"", ""Tulsa International Airport"", ""Tulsa International Airport"", ""Tulsa International Airport"", NaN]"	"[""Tulsa"", ""Tulsa""]"	"[""OK"", ""OK"", ""OK""]"	"[""TUL"", ""TUL"", ""TUL""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Spokane International Airport"", ""Spokane International Airport"", ""Spokane International Airport"", ""Spokane International Airport"", NaN]"	"[""Spokane"", ""Spokane""]"	"[""WA"", ""WA"", ""WA""]"	"[""GEG"", ""GEG"", ""GEG""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Syracuse Hancock International Airport"", ""Syracuse Hancock International Airport"", ""Syracuse Hancock International Airport"", ""Syracuse Hancock International Airport"", NaN]"	"[""Syracuse"", ""Syracuse""]"	"[""NY"", ""NY"", ""NY""]"	"[""SYR"", ""SYR"", ""SYR""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""South Bend Regional Airport"", ""South Bend Regional Airport"", ""South Bend Regional Airport"", ""South Bend Regional Airport"", NaN]"	"[""South Bend"", ""South Bend""]"	"[""IN"", ""IN"", ""IN""]"	"[""SBN"", ""SBN"", ""SBN""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Oakland International Airport"", ""Oakland International Airport"", ""Oakland International Airport"", ""Oakland International Airport"", NaN]"	"[""Oakland"", ""Oakland""]"	"[""CA"", ""CA"", ""CA""]"	"[""OAK"", ""OAK"", ""OAK""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Greater Rochester International Airport"", ""Greater Rochester International Airport"", ""Greater Rochester International Airport"", ""Greater Rochester International Airport"", NaN]"	"[""Rochester"", ""Rochester""]"	"[""NY"", ""NY"", ""NY""]"	"[""ROC"", ""ROC"", ""ROC""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""St. Petersburg-Clearwater International Airport"", ""St. Petersburg-Clearwater International Airport"", ""St. Petersburg-Clearwater International Airport"", ""St. Petersburg-Clearwater International Airport"", NaN]"	"[""Saint Petersburg"", ""Saint Petersburg""]"	"[""FL"", ""FL"", ""FL""]"	"[""PIE"", ""PIE"", ""PIE""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Raleigh-Durham International Airport"", ""Raleigh-Durham International Airport"", ""Raleigh-Durham International Airport"", ""Raleigh-Durham International Airport"", NaN]"	"[""Rdu Airport"", ""Rdu Airport""]"	"[""NC"", ""NC"", ""NC""]"	"[""RDU"", ""RDU"", ""RDU""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Austin-Bergstrom International Airport"", ""Austin-Bergstrom International Airport"", ""Austin-Bergstrom International Airport"", ""Austin-Bergstrom International Airport"", NaN]"	"[""Austin"", ""Austin""]"	"[""TX"", ""TX"", ""TX""]"	"[""AUS"", ""AUS"", ""AUS""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Port Columbus International Airport"", ""Port Columbus International Airport"", ""Port Columbus International Airport"", ""Port Columbus International Airport"", NaN]"	"[""Columbus"", ""Columbus""]"	"[""OH"", ""OH"", ""OH""]"	"[""CMH"", ""CMH"", ""CMH""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Billings Logan International Airport"", ""Billings Logan International Airport"", ""Billings Logan International Airport"", ""Billings Logan International Airport"", NaN]"	"[""Billings"", ""Billings""]"	"[""MT"", ""MT"", ""MT""]"	"[""BIL"", ""BIL"", ""BIL""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Quad City International Airport"", ""Quad City International Airport"", ""Quad City International Airport"", ""Quad City International Airport"", NaN]"	"[""Moline"", ""Moline""]"	"[""IL"", ""IL"", ""IL""]"	"[""MLI"", ""MLI"", ""MLI""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Orlando Sanford International Airport"", ""Orlando Sanford International Airport"", ""Orlando Sanford International Airport"", ""Orlando Sanford International Airport"", NaN]"	"[""Sanford"", ""Sanford""]"	"[""FL"", ""FL"", ""FL""]"	"[""SFB"", ""SFB"", ""SFB""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Birmingham International Airport"", ""Birmingham International Airport"", NaN, NaN]"	"[""Birmingham"", NaN]"	"[""AL"", ""AL""]"	"[""BHM"", ""BHM""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Little Rock National Airport"", ""Little Rock National Airport"", ""Little Rock National Airport"", ""Little Rock National Airport"", NaN]"	"[""Little Rock"", ""Little Rock""]"	"[""AR"", ""AR"", ""AR""]"	"[""LIT"", ""LIT"", ""LIT""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
"[""Fort Walton Beach Airport"", ""Fort Walton Beach Airport"", NaN, NaN]"	"[""Valparaiso"", NaN]"	"[""FL"", ""FL""]"	"[""VPS"", ""VPS""]"	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]	[NaN, NaN]		
