19	2	18	67	74	94	2000	5000	8002
"[""Hermit Thrush"", ""Hermit Thrush"", ""Hermit Thrush"", ""Hermit thrush"", ""HERMIT THRUSH"", NaN, NaN, NaN, ""Hermit thrush"", NaN, NaN, ""Hermit Thrush"", ""Hermit Thrush"", ""Hermit Thrush"", ""HERMIT THRUSH""]"		"[""Catharus guttatus"", ""Catharus guttatus"", ""Catharus guttatus"", NaN, ""Catharus guttatus"", NaN, ""Catharus guttatus"", ""Catharus"", ""Catharus"", ""Catharus guttatus""]"	"[""guttatus"", ""guttatus"", ""guttatus"", ""guttatus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Catharus"", ""Catharus""]"	Bird	C	w
"[""Swainson's Thrush"", ""Swainson's thrush"", ""Swainson's Thrush"", ""Swainson's Thrush"", NaN, NaN, NaN, ""Swainson's thrush"", NaN, NaN, ""Swainson's Thrush"", ""Swainson's Thrush"", ""Swainson's Thrush"", NaN]"		"[""Catharus ustulatus"", ""Catharus ustulatus"", NaN, ""Catharus ustulatus"", NaN, ""Catharus ustulatus"", ""Catharus"", ""Catharus"", NaN]"	"[""ustulatus"", ""ustulatus"", ""ustulatus"", ""ustulatus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Catharus"", ""Catharus""]"	Bird	C	
"[""Grey-cheeked Thrush"", ""Grey-cheeked Thrush"", ""Gray-cheeked thrush"", NaN, NaN, NaN, ""Gray-cheeked thrush"", NaN, NaN, NaN, ""Grey-cheeked Thrush"", ""Grey-cheeked Thrush"", NaN]"		"[""Catharus minimus"", NaN, ""Catharus minimus"", NaN, NaN, ""Catharus"", ""Catharus"", NaN]"	"[""minimus"", ""minimus"", ""minimus"", ""minimus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Catharus"", ""Catharus""]"	Bird		
"[""Veery"", ""Veery"", ""Veery"", ""VEERY"", NaN, NaN, NaN, ""Veery"", NaN, NaN, NaN, ""Veery"", ""Veery"", ""VEERY""]"		"[""Catharus fuscescens"", ""Catharus fuscescens"", NaN, ""Catharus fuscescens"", NaN, NaN, ""Catharus"", ""Catharus"", ""Catharus fuscescens""]"	"[""fuscescens"", ""fuscescens"", ""fuscescens"", ""fuscescens""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Catharus"", ""Catharus""]"	Bird		b
"[""Eastern Bluebird"", ""Eastern Bluebird"", ""Eastern bluebird"", ""EASTERN BLUEBIRD"", ""EASTERN BLUEBIRD"", NaN, NaN, NaN, ""Eastern bluebird"", NaN, NaN, NaN, ""Eastern Bluebird"", ""Eastern Bluebird"", ""EASTERN BLUEBIRD"", ""EASTERN BLUEBIRD""]"		"[""Sialia sialis"", ""Sialia sialis"", ""Sialia sialis"", NaN, ""Sialia sialis"", NaN, NaN, ""Sialia"", ""Sialia"", ""Sialia sialis"", ""Sialia sialis""]"	"[""sialis"", ""sialis"", ""sialis"", ""sialis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Sialia"", ""Sialia""]"	Bird		"[""w"", ""b""]"
"[""American coot"", ""American Coot"", ""American Coot"", ""American Coot"", ""AMERICAN COOT"", NaN, NaN, NaN, ""American coot"", NaN, NaN, ""American Coot"", ""American Coot"", ""American Coot"", ""AMERICAN COOT""]"		"[""Fulica americana"", ""Fulica americana"", ""Fulica americana"", NaN, ""Fulica americana"", NaN, ""Fulica americana"", ""Fulica"", ""Fulica"", ""Fulica americana""]"	"[""americana"", ""americana"", ""americana"", ""americana""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Fulica"", ""Fulica""]"	Bird	C	w
"[""Virginia Rail"", ""Virginia rail"", ""Virginia Rail"", ""Virginia Rail"", NaN, NaN, NaN, ""Virginia rail"", NaN, NaN, ""Virginia Rail"", ""Virginia Rail"", ""Virginia Rail"", NaN]"		"[""Rallus limicola"", ""Rallus limicola"", NaN, ""Rallus limicola"", NaN, ""Rallus limicola"", ""Rallus"", ""Rallus"", NaN]"	"[""limicola"", ""limicola"", ""limicola"", ""limicola""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Rallus"", ""Rallus""]"	Bird	R	
"[""Cedar waxwing"", ""Cedar Waxwing"", ""Cedar Waxwing"", ""CEDAR WAXWING"", ""CEDAR WAXWING"", ""Cedar Waxwing"", NaN, NaN, NaN, ""Cedar waxwing"", NaN, NaN, ""Cedar Waxwing"", ""Cedar Waxwing"", ""Cedar Waxwing"", ""CEDAR WAXWING"", ""CEDAR WAXWING""]"		"[""Bombycilla cedrorum"", ""Bombycilla cedrorum"", ""Bombycilla cedrorum"", ""Bombycilla cedrorum"", NaN, ""Bombycilla cedrorum"", NaN, ""Bombycilla cedrorum"", ""Bombycilla"", ""Bombycilla"", ""Bombycilla cedrorum"", ""Bombycilla cedrorum""]"	"[""cedrorum"", ""cedrorum"", ""cedrorum"", ""cedrorum""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Bombycilla"", ""Bombycilla""]"	Bird	FC	"[""b"", ""w""]"
"[""Cattle egret"", ""Cattle Egret"", ""Cattle egret"", ""Cattle Egret"", ""CATTLE EGRET"", ""CATTLE EGRET"", ""Cattle Egret"", ""Cattle egret"", NaN, NaN, ""Cattle egret"", NaN, NaN, ""Cattle Egret"", ""Cattle Egret"", ""Cattle Egret"", ""CATTLE EGRET"", ""CATTLE EGRET""]"	widespread	"[""Bubulcus ibis"", ""Bubulcus ibis"", ""Bubulcus ibis"", ""Bubulcus ibis"", ""Bubulcus ibis"", ""Bubulcus ibis"", NaN, ""Bubulcus ibis"", ""Bubulcus"", ""Bubulcus"", ""Bubulcus ibis"", ""Bubulcus ibis""]"	"[""ibis"", ""ibis"", ""ibis"", ""ibis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Bubulcus"", ""Bubulcus""]"	Bird	R	"[""w"", ""b""]"
"[""Canada Warbler"", ""Canada Warbler"", ""Canada warbler"", ""CANADA WARBLER"", NaN, NaN, NaN, ""Canada warbler"", NaN, NaN, NaN, ""Canada Warbler"", ""Canada Warbler"", ""CANADA WARBLER""]"		"[""Wilsonia canadensis"", ""Wilsonia canadensis"", NaN, ""Wilsonia canadensis"", NaN, NaN, ""Wilsonia"", ""Wilsonia"", ""Wilsonia canadensis""]"	"[""canadensis"", ""canadensis"", ""canadensis"", ""canadensis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Wilsonia"", ""Wilsonia""]"	Bird		b
"[""Yellow-breasted Chat"", ""Yellow-breasted Chat"", ""Yellow-breasted chat"", ""Yellow-breasted Chat"", ""YELLOW-BREASTED CHAT"", NaN, NaN, NaN, ""Yellow-breasted chat"", NaN, NaN, ""Yellow-breasted Chat"", ""Yellow-breasted Chat"", ""Yellow-breasted Chat"", ""YELLOW-BREASTED CHAT""]"		"[""Icteria virens"", ""Icteria virens"", ""Icteria virens"", NaN, ""Icteria virens"", NaN, ""Icteria virens"", ""Icteria"", ""Icteria"", ""Icteria virens""]"	"[""virens"", ""virens"", ""virens"", ""virens""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Icteria"", ""Icteria""]"	Bird	R	b
"[""Hooded Warbler"", ""Hooded Warbler"", ""Hooded warbler"", ""HOODED WARBLER"", NaN, NaN, NaN, ""Hooded warbler"", NaN, NaN, NaN, ""Hooded Warbler"", ""Hooded Warbler"", ""HOODED WARBLER""]"		"[""Wilsonia citrina"", ""Wilsonia citrina"", NaN, ""Wilsonia citrina"", NaN, NaN, ""Wilsonia"", ""Wilsonia"", ""Wilsonia citrina""]"	"[""citrina"", ""citrina"", ""citrina"", ""citrina""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Wilsonia"", ""Wilsonia""]"	Bird		b
"[""Wilson's Warbler"", ""Wilson's Warbler"", ""Wilson's Warbler"", ""Wilson's warbler"", NaN, NaN, NaN, ""Wilson's warbler"", NaN, NaN, ""Wilson's Warbler"", ""Wilson's Warbler"", ""Wilson's Warbler"", NaN]"		"[""Wilsonia pusilla"", ""Wilsonia pusilla"", NaN, ""Wilsonia pusilla"", NaN, ""Wilsonia pusilla"", ""Wilsonia"", ""Wilsonia"", NaN]"	"[""pusilla"", ""pusilla"", ""pusilla"", ""pusilla""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Wilsonia"", ""Wilsonia""]"	Bird	C	
"[""Common Yellowthroat"", ""Common yellowthroat"", ""Common Yellowthroat"", ""Common Yellowthroat"", ""COMMON YELLOWTHROAT"", NaN, NaN, NaN, ""Common yellowthroat"", NaN, NaN, ""Common Yellowthroat"", ""Common Yellowthroat"", ""Common Yellowthroat"", ""COMMON YELLOWTHROAT""]"		"[""Geothlypis trichas"", ""Geothlypis trichas"", ""Geothlypis trichas"", NaN, ""Geothlypis trichas"", NaN, ""Geothlypis trichas"", ""Geothlypis"", ""Geothlypis"", ""Geothlypis trichas""]"	"[""trichas"", ""trichas"", ""trichas"", ""trichas""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Geothlypis"", ""Geothlypis""]"	Bird	FC	b
"[""Baltimore Oriole"", ""BALTIMORE ORIOLE"", ""Baltimore Oriole"", ""Baltimore oriole"", NaN, NaN, NaN, ""Baltimore oriole"", NaN, NaN, NaN, ""Baltimore Oriole"", ""Baltimore Oriole"", ""BALTIMORE ORIOLE""]"		"[""Icterus galbula"", ""Icterus galbula"", NaN, ""Icterus galbula"", NaN, NaN, ""Icterus"", ""Icterus"", ""Icterus galbula""]"	"[""galbula"", ""galbula"", ""galbula"", ""galbula""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Icterus"", ""Icterus""]"	Bird		b
"[""PILEATED WOODPECKER"", ""PILEATED WOODPECKER"", ""Pileated Woodpecker"", ""Pileated Woodpecker"", ""Pileated Woodpecker"", ""Pileated woodpecker"", NaN, NaN, NaN, ""Pileated woodpecker"", NaN, NaN, ""Pileated Woodpecker"", ""Pileated Woodpecker"", ""Pileated Woodpecker"", ""PILEATED WOODPECKER"", ""PILEATED WOODPECKER""]"		"[""Dryocopus pileatus"", ""Dryocopus pileatus"", ""Dryocopus pileatus"", ""Dryocopus pileatus"", NaN, ""Dryocopus pileatus"", NaN, ""Dryocopus pileatus"", ""Dryocopus"", ""Dryocopus"", ""Dryocopus pileatus"", ""Dryocopus pileatus""]"	"[""pileatus"", ""pileatus"", ""pileatus"", ""pileatus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Dryocopus"", ""Dryocopus""]"	Bird	FC	"[""w"", ""b""]"
"[""HAIRY WOODPECKER"", ""HAIRY WOODPECKER"", ""Hairy Woodpecker"", ""Hairy Woodpecker"", ""Hairy Woodpecker"", ""Hairy woodpecker"", NaN, NaN, NaN, ""Hairy woodpecker"", NaN, NaN, ""Hairy Woodpecker"", ""Hairy Woodpecker"", ""Hairy Woodpecker"", ""HAIRY WOODPECKER"", ""HAIRY WOODPECKER""]"		"[""Picoides villosus"", ""Picoides villosus"", ""Picoides villosus"", ""Picoides villosus"", NaN, ""Picoides villosus"", NaN, ""Picoides villosus"", ""Picoides"", ""Picoides"", ""Picoides villosus"", ""Picoides villosus""]"	"[""villosus"", ""villosus"", ""villosus"", ""villosus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Picoides"", ""Picoides""]"	Bird	C	"[""w"", ""b""]"
"[""Ovenbird"", ""Ovenbird"", ""Ovenbird"", ""OVENBIRD"", NaN, NaN, NaN, ""Ovenbird"", NaN, NaN, NaN, ""Ovenbird"", ""Ovenbird"", ""OVENBIRD""]"		"[""Seiurus aurocapillus"", ""Seiurus aurocapillus"", NaN, ""Seiurus aurocapillus"", NaN, NaN, ""Seiurus"", ""Seiurus"", ""Seiurus aurocapillus""]"	"[""aurocapillia"", ""aurocapillia"", ""aurocapillia"", ""aurocapillia""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Seiurus"", ""Seiurus""]"	Bird		b
"[""Palm Warbler"", ""Palm warbler"", ""Palm Warbler"", ""Palm Warbler"", NaN, NaN, NaN, ""Palm warbler"", NaN, NaN, ""Palm Warbler"", ""Palm Warbler"", ""Palm Warbler"", NaN]"		"[""Dendroica palmarum"", ""Dendroica palmarum"", NaN, ""Dendroica palmarum"", NaN, ""Dendroica palmarum"", ""Dendroica"", ""Dendroica"", NaN]"	"[""palmarum"", ""palmarum"", ""palmarum"", ""palmarum""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Dendroica"", ""Dendroica""]"	Bird	R	
"[""Eastern Wood Pewee"", ""EASTERN WOOD-PEWEE"", ""Eastern wood-pewee"", ""Eastern Wood Pewee"", NaN, NaN, NaN, ""Eastern wood-pewee"", NaN, NaN, NaN, ""Eastern Wood Pewee"", ""Eastern Wood Pewee"", ""EASTERN WOOD-PEWEE""]"		"[""Contopus virens"", ""Contopus virens"", NaN, ""Contopus virens"", NaN, NaN, ""Contopus"", ""Contopus"", ""Contopus virens""]"	"[""virens"", ""virens"", ""virens"", ""virens""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Contopus"", ""Contopus""]"	Bird		b
"[""American redstart"", ""AMERICAN REDSTART"", ""American Redstart"", ""American Redstart"", NaN, NaN, NaN, ""American redstart"", NaN, NaN, NaN, ""American Redstart"", ""American Redstart"", ""AMERICAN REDSTART""]"		"[""Setophaga ruticilla"", ""Setophaga ruticilla"", NaN, ""Setophaga ruticilla"", NaN, NaN, ""Setophaga"", ""Setophaga"", ""Setophaga ruticilla""]"	"[""ruticilla"", ""ruticilla"", ""ruticilla"", ""ruticilla""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Setophaga"", ""Setophaga""]"	Bird		b
"[""Eastern Phoebe"", ""Eastern Phoebe"", ""EASTERN PHOEBE"", ""EASTERN PHOEBE"", ""Eastern phoebe"", NaN, NaN, NaN, ""Eastern phoebe"", NaN, NaN, NaN, ""Eastern Phoebe"", ""Eastern Phoebe"", ""EASTERN PHOEBE"", ""EASTERN PHOEBE""]"		"[""Sayornis phoebe"", ""Sayornis phoebe"", ""Sayornis phoebe"", NaN, ""Sayornis phoebe"", NaN, NaN, ""Sayornis"", ""Sayornis"", ""Sayornis phoebe"", ""Sayornis phoebe""]"	"[""phoebe"", ""phoebe"", ""phoebe"", ""phoebe""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Sayornis"", ""Sayornis""]"	Bird		"[""w"", ""b""]"
"[""Northern Flicker"", ""NORTHERN FLICKER"", ""NORTHERN FLICKER"", ""Northern Flicker"", ""Northern Flicker"", ""Northern flicker"", NaN, NaN, NaN, ""Northern flicker"", NaN, NaN, ""Northern Flicker"", ""Northern Flicker"", ""Northern Flicker"", ""NORTHERN FLICKER"", ""NORTHERN FLICKER""]"		"[""Colaptes auratus"", ""Colaptes auratus"", ""Colaptes auratus"", ""Colaptes auratus"", NaN, ""Colaptes auratus"", NaN, ""Colaptes auratus"", ""Colaptes"", ""Colaptes"", ""Colaptes auratus"", ""Colaptes auratus""]"	"[""auratus"", ""auratus"", ""auratus"", ""auratus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Colaptes"", ""Colaptes""]"	Bird	C	"[""b"", ""w""]"
"[""American goldfinch"", ""AMERICAN GOLDFINCH"", ""AMERICAN GOLDFINCH"", ""American Goldfinch"", ""American Goldfinch"", ""American Goldfinch"", NaN, NaN, NaN, ""American goldfinch"", NaN, NaN, ""American Goldfinch"", ""American Goldfinch"", ""American Goldfinch"", ""AMERICAN GOLDFINCH"", ""AMERICAN GOLDFINCH""]"		"[""Carduelis tristis"", ""Carduelis tristis"", ""Carduelis tristis"", ""Carduelis tristis"", NaN, ""Carduelis tristis"", NaN, ""Carduelis tristis"", ""Carduelis"", ""Carduelis"", ""Carduelis tristis"", ""Carduelis tristis""]"	"[""tristis"", ""tristis"", ""tristis"", ""tristis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Carduelis"", ""Carduelis""]"	Bird	C	"[""b"", ""w""]"
"[""American kestrel"", ""American Kestrel"", ""American Kestrel"", ""AMERICAN KESTREL"", ""AMERICAN KESTREL"", ""American Kestrel"", NaN, NaN, NaN, ""American kestrel"", NaN, NaN, ""American Kestrel"", ""American Kestrel"", ""American Kestrel"", ""AMERICAN KESTREL"", ""AMERICAN KESTREL""]"		"[""Falco sparverius"", ""Falco sparverius"", ""Falco sparverius"", ""Falco sparverius"", NaN, ""Falco sparverius"", NaN, ""Falco sparverius"", ""Falco"", ""Falco"", ""Falco sparverius"", ""Falco sparverius""]"	"[""sparverius"", ""sparverius"", ""sparverius"", ""sparverius""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Falco"", ""Falco""]"	Bird	FC	"[""w"", ""b""]"
"[""American robin"", ""American Robin"", ""American Robin"", ""American Robin"", ""AMERICAN ROBIN"", ""AMERICAN ROBIN"", NaN, NaN, NaN, ""American robin"", NaN, NaN, ""American Robin"", ""American Robin"", ""American Robin"", ""AMERICAN ROBIN"", ""AMERICAN ROBIN""]"		"[""Turdus migratorius"", ""Turdus migratorius"", ""Turdus migratorius"", ""Turdus migratorius"", NaN, ""Turdus migratorius"", NaN, ""Turdus migratorius"", ""Turdus"", ""Turdus"", ""Turdus migratorius"", ""Turdus migratorius""]"	"[""migratorius"", ""migratorius"", ""migratorius"", ""migratorius""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Turdus"", ""Turdus""]"	Bird	C	"[""b"", ""w""]"
"[""Loggerhead Shrike"", ""Loggerhead shrike"", ""LOGGERHEAD SHRIKE"", ""LOGGERHEAD SHRIKE"", ""Loggerhead Shrike"", ""Loggerhead Shrike"", NaN, NaN, NaN, ""Loggerhead shrike"", NaN, NaN, ""Loggerhead Shrike"", ""Loggerhead Shrike"", ""Loggerhead Shrike"", ""LOGGERHEAD SHRIKE"", ""LOGGERHEAD SHRIKE""]"		"[""Lanius ludovicianus"", ""Lanius ludovicianus"", ""Lanius ludovicianus"", ""Lanius ludovicianus"", NaN, ""Lanius ludovicianus"", NaN, ""Lanius ludovicianus"", ""Lanius"", ""Lanius"", ""Lanius ludovicianus"", ""Lanius ludovicianus""]"	"[""ludovicianus"", ""ludovicianus"", ""ludovicianus"", ""ludovicianus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Lanius"", ""Lanius""]"	Bird	R	"[""b"", ""w""]"
"[""Red-tailed Hawk"", ""Red-tailed hawk"", ""Red-tailed Hawk"", ""RED-TAILED HAWK"", ""RED-TAILED HAWK"", ""Red-tailed Hawk"", NaN, NaN, NaN, ""Red-tailed hawk"", NaN, NaN, ""Red-tailed Hawk"", ""Red-tailed Hawk"", ""Red-tailed Hawk"", ""RED-TAILED HAWK"", ""RED-TAILED HAWK""]"		"[""Buteo jamaicensis"", ""Buteo jamaicensis"", ""Buteo jamaicensis"", ""Buteo jamaicensis"", NaN, ""Buteo jamaicensis"", NaN, ""Buteo jamaicensis"", ""Buteo"", ""Buteo"", ""Buteo jamaicensis"", ""Buteo jamaicensis""]"	"[""jamaicensis"", ""jamaicensis"", ""jamaicensis"", ""jamaicensis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Buteo"", ""Buteo""]"	Bird	C	"[""w"", ""b""]"
"[""Red-shouldered Hawk"", ""Red-shouldered hawk"", ""Red-shouldered Hawk"", ""RED-SHOULDERED HAWK"", ""RED-SHOULDERED HAWK"", ""Red-shouldered Hawk"", NaN, NaN, NaN, ""Red-shouldered hawk"", NaN, NaN, ""Red-shouldered Hawk"", ""Red-shouldered Hawk"", ""Red-shouldered Hawk"", ""RED-SHOULDERED HAWK"", ""RED-SHOULDERED HAWK""]"		"[""Buteo lineatus"", ""Buteo lineatus"", ""Buteo lineatus"", ""Buteo lineatus"", NaN, ""Buteo lineatus"", NaN, ""Buteo lineatus"", ""Buteo"", ""Buteo"", ""Buteo lineatus"", ""Buteo lineatus""]"	"[""lineatus"", ""lineatus"", ""lineatus"", ""lineatus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Buteo"", ""Buteo""]"	Bird	FC	"[""b"", ""w""]"
"[""Broad-winged Hawk"", ""Broad-winged Hawk"", ""BROAD-WINGED HAWK"", ""Broad-winged hawk"", ""Broad-winged Hawk"", NaN, NaN, NaN, ""Broad-winged hawk"", NaN, NaN, ""Broad-winged Hawk"", ""Broad-winged Hawk"", ""Broad-winged Hawk"", ""BROAD-WINGED HAWK""]"		"[""Buteo platypterus"", ""Buteo platypterus"", ""Buteo platypterus"", NaN, ""Buteo platypterus"", NaN, ""Buteo platypterus"", ""Buteo"", ""Buteo"", ""Buteo platypterus""]"	"[""platypterus"", ""platypterus"", ""platypterus"", ""platypterus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Buteo"", ""Buteo""]"	Bird	R	b
"[""Wild Turkey"", ""Wild Turkey"", ""Wild Turkey"", ""WILD TURKEY"", ""WILD TURKEY"", ""Wild turkey"", NaN, NaN, NaN, ""Wild turkey"", NaN, NaN, ""Wild Turkey"", ""Wild Turkey"", ""Wild Turkey"", ""WILD TURKEY"", ""WILD TURKEY""]"		"[""Meleagris gallopavo"", ""Meleagris gallopavo"", ""Meleagris gallopavo"", ""Meleagris gallopavo"", NaN, ""Meleagris gallopavo"", NaN, ""Meleagris gallopavo"", ""Meleagris"", ""Meleagris"", ""Meleagris gallopavo"", ""Meleagris gallopavo""]"	"[""gallopavo"", ""gallopavo"", ""gallopavo"", ""gallopavo""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Meleagris"", ""Meleagris""]"	Bird	C	"[""b"", ""w""]"
"[""Sedge Wren"", ""SEDGE WREN"", ""Sedge Wren"", ""Sedge wren"", NaN, NaN, NaN, ""Sedge wren"", NaN, NaN, NaN, ""Sedge Wren"", ""Sedge Wren"", ""SEDGE WREN""]"		"[""Cistothorus platensis"", ""Cistothorus platensis"", NaN, ""Cistothorus platensis"", NaN, NaN, ""Cistothorus"", ""Cistothorus"", ""Cistothorus platensis""]"	"[""platensis"", ""platensis"", ""platensis"", ""platensis""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Cistothorus"", ""Cistothorus""]"	Bird		b
"[""Ruby-crowned Kinglet"", ""Ruby-crowned Kinglet"", ""Ruby-crowned kinglet"", ""Ruby-crowned Kinglet"", ""RUBY-CROWNED KINGLET"", NaN, NaN, NaN, ""Ruby-crowned kinglet"", NaN, NaN, ""Ruby-crowned Kinglet"", ""Ruby-crowned Kinglet"", ""Ruby-crowned Kinglet"", ""RUBY-CROWNED KINGLET""]"		"[""Regulus calendula"", ""Regulus calendula"", ""Regulus calendula"", NaN, ""Regulus calendula"", NaN, ""Regulus calendula"", ""Regulus"", ""Regulus"", ""Regulus calendula""]"	"[""calendula"", ""calendula"", ""calendula"", ""calendula""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Regulus"", ""Regulus""]"	Bird	FC	w
"[""Bewick's Wren"", ""BEWICK'S WREN"", ""BEWICK'S WREN"", ""Bewick's Wren"", ""Bewick's wren"", ""Bewick's Wren"", NaN, NaN, NaN, ""Bewick's wren"", NaN, NaN, ""Bewick's Wren"", ""Bewick's Wren"", ""Bewick's Wren"", ""BEWICK'S WREN"", ""BEWICK'S WREN""]"		"[""Thryomanes bewickii"", ""Thryomanes bewickii"", ""Thryomanes bewickii"", ""Thryomanes bewickii"", NaN, ""Thryomanes bewickii"", NaN, ""Thryomanes bewickii"", ""Thryomanes"", ""Thryomanes"", ""Thryomanes bewickii"", ""Thryomanes bewickii""]"	"[""bewickii"", ""bewickii"", ""bewickii"", ""bewickii""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Thryomanes"", ""Thryomanes""]"	Bird	U	"[""w"", ""b""]"
"[""Golden-crowned Kinglet"", ""Golden-crowned Kinglet"", ""GOLDEN-CROWNED KINGLET"", ""Golden-crowned Kinglet"", ""Golden-crowned kinglet"", NaN, NaN, NaN, ""Golden-crowned kinglet"", NaN, NaN, ""Golden-crowned Kinglet"", ""Golden-crowned Kinglet"", ""Golden-crowned Kinglet"", ""GOLDEN-CROWNED KINGLET""]"		"[""Regulus satrapa"", ""Regulus satrapa"", ""Regulus satrapa"", NaN, ""Regulus satrapa"", NaN, ""Regulus satrapa"", ""Regulus"", ""Regulus"", ""Regulus satrapa""]"	"[""satrapa"", ""satrapa"", ""satrapa"", ""satrapa""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Regulus"", ""Regulus""]"	Bird	U	w
"[""Winter Wren"", ""Winter Wren"", ""WINTER WREN"", ""Winter Wren"", ""Winter wren"", NaN, NaN, NaN, ""Winter wren"", NaN, NaN, ""Winter Wren"", ""Winter Wren"", ""Winter Wren"", ""WINTER WREN""]"		"[""Troglodytes troglodytes"", ""Troglodytes troglodytes"", ""Troglodytes troglodytes"", NaN, ""Troglodytes troglodytes"", NaN, ""Troglodytes troglodytes"", ""Troglodytes"", ""Troglodytes"", ""Troglodytes troglodytes""]"	"[""troglodytes"", ""troglodytes"", ""troglodytes"", ""troglodytes""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Troglodytes"", ""Troglodytes""]"	Bird	C	w
"[""Carolina Wren"", ""CAROLINA WREN"", ""CAROLINA WREN"", ""Carolina wren"", ""Carolina Wren"", NaN, NaN, NaN, ""Carolina wren"", NaN, NaN, NaN, ""Carolina Wren"", ""Carolina Wren"", ""CAROLINA WREN"", ""CAROLINA WREN""]"		"[""Thryothorus ludovicianus"", ""Thryothorus ludovicianus"", ""Thryothorus ludovicianus"", NaN, ""Thryothorus ludovicianus"", NaN, NaN, ""Thryothorus"", ""Thryothorus"", ""Thryothorus ludovicianus"", ""Thryothorus ludovicianus""]"	"[""ludovicianus"", ""ludovicianus"", ""ludovicianus"", ""ludovicianus""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Thryothorus"", ""Thryothorus""]"	Bird		"[""b"", ""w""]"
"[""AMERICAN CROW"", ""AMERICAN CROW"", ""American Crow"", ""American crow"", ""American Crow"", NaN, NaN, NaN, ""American crow"", NaN, NaN, NaN, ""American Crow"", ""American Crow"", ""AMERICAN CROW"", ""AMERICAN CROW""]"		"[""Corvus brachyrhynchos"", ""Corvus brachyrhynchos"", ""Corvus brachyrhynchos"", NaN, ""Corvus brachyrhynchos"", NaN, NaN, ""Corvus"", ""Corvus"", ""Corvus brachyrhynchos"", ""Corvus brachyrhynchos""]"	"[""brachyrhynchos"", ""brachyrhynchos"", ""brachyrhynchos"", ""brachyrhynchos""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Corvus"", ""Corvus""]"	Bird		"[""b"", ""w""]"
"[""BLUE JAY"", ""BLUE JAY"", ""Blue Jay"", ""Blue jay"", ""Blue Jay"", NaN, NaN, NaN, ""Blue jay"", NaN, NaN, NaN, ""Blue Jay"", ""Blue Jay"", ""BLUE JAY"", ""BLUE JAY""]"		"[""Cyanocitta cristata"", ""Cyanocitta cristata"", ""Cyanocitta cristata"", NaN, ""Cyanocitta cristata"", NaN, NaN, ""Cyanocitta"", ""Cyanocitta"", ""Cyanocitta cristata"", ""Cyanocitta cristata""]"	"[""cristata"", ""cristata"", ""cristata"", ""cristata""]"	"[""LC"", ""LC"", ""LC"", ""LC""]"	"[""Cyanocitta"", ""Cyanocitta""]"	Bird		"[""b"", ""w""]"
