85	0	1	4	71	93	1000	3007	100004	100005	100008	100012
"[""Grey Friar"", ""Grey Friar"", ""Grey Friar"", ""Grey Friar"", ""Grey Friar"", ""Grey Friar"", ""Grey Friar"", 2526.0, 2536.0, ""Grey Friar"", ""Grey Friar"", ""Grey Friar"", NaN]"	"[""2,536"", 2536, ""2,536"", 2536, ""12"", 2536, 2536.0, 2526.0, NaN]"	[773, 773, 773, 773, 770.0, 773.0, 773.0]	"[""SW"", ""S""]"	[50, 50, 50, 50.0, 81.0, 1.0]	"[""NY259003"", ""NY 260 004"", ""NY 260 004"", ""NY 26009 00359"", ""NY259003"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	12	55.0	52.0	Coniston Fells II	
"[""Wandope"", ""Wandope"", ""Wandope"", ""Wandope"", ""Wandope"", ""Wandope"", ""Wandope"", 2533.0, 2533.0, ""Wandope"", ""Wandope"", ""Wandope"", NaN]"	"[""2,533"", 2533, ""2,533"", 2533, ""1"", 2533, 2533.0, 2532.0, NaN]"	[772, 772, 772, 772, 772.0, 772.0, 772.0]	"[""NW"", ""NW""]"	[52, 51, 51, 52.0, 203.0, 1.0]	"[""NY188197"", ""NY 188 197"", ""NY 188 197"", ""NY 18818 19737"", ""NY188197"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	1	54.0	51.0	A Gasgale Round	
"[""Hopegill Head"", ""Hopegill Head"", ""Hopegill Head"", ""Hopegill Head"", ""Hopegill Head"", ""Hopegill Head"", ""Hopegill Head"", 2526.0, 2526.0, ""Hopegill Head"", ""Hopegill Head"", ""Hopegill Head"", NaN]"	"[""2,525"", ""2,525"", 2526, 2526, ""1"", 2526, 2526.0, 2526.0, NaN]"	[770, 770, 770, 770, 770.0, 770.0, 770.0]	"[""NW"", ""NW""]"	[53, 53, 53, 53.0, 114.0, 1.0]	"[""NY 185 222"", ""NY185221"", ""NY 185 222"", ""NY 18566 22165"", ""NY185221"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	1	56.0	53.0	A Coledale Round & A Gasgale Round	
"[""Great Rigg"", ""Great Rigg"", ""Great Rigg"", ""Great Rigg"", ""Great Rigg"", ""Great Rigg"", ""Great Rigg"", 2513.0, 2513.0, ""Great Rigg"", ""Great Rigg"", ""Great Rigg"", NaN]"	"[""2,513"", 2513, ""2,513"", 2513, ""-"", 2513, 2513.0, 2513.0, NaN]"	[766, 766, 766, 766, 766.0, 766.0, 766.0]	"[""NE"", ""E""]"	[54, 54, 54, 54.0, 76.0, 1.0]	"[""NY355103"", ""NY 356 105"", ""NY 356 105"", ""NY 35600 10500"", ""NY355103"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	-	57.0	54.0	Fairfield Horseshoe	
"[""Stony Cove Pike [Caudale Moor]"", ""Caudale Moor"", ""Caudale Moor"", ""Stony Cove Pike (Caudale Moor)"", ""Caudale Moor"", ""Stony Cove Pike [Caudale Moor]"", ""Caudale Moor"", 2503.0, 2503.0, ""Stony Cove Pike (Caudale Moor)"", NaN, NaN, NaN]"	"[""2,502"", ""2,502"", 2503, 2503, ""12"", 2503, NaN, NaN, NaN]"	[763, 763, 763, 763, 763.0, 763.0, NaN]	"[""NE"", ""FE""]"	[55, 55, 55, 55.0, 38.0, NaN]	"[""NY 418 100"", ""NY417100"", ""NY 418 100"", ""NY 41867 09997"", ""NY417100"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	12				
"[""Wetherlam"", ""Wetherlam"", ""Wetherlam"", ""Wetherlam"", ""Wetherlam"", ""Wetherlam"", ""Wetherlam"", 2500.0, 2503.0, ""Wetherlam"", ""Wetherlam"", ""Wetherlam"", ""Wetherlam""]"	"[""2,502"", ""2,502"", 2503, 2503, ""123"", 2503, 2503.0, 2499.0, 2502.0]"	[763, 763, 763, 763, 762.0, 763.0, 763.0]	"[""SW"", ""S""]"	[56, 56, 56, 56.0, 207.0, 1.0]	"[""NY 288 011"", ""NY288011"", ""NY 288 011"", ""NY 28820 01108"", ""NY288011"", 762.0]"	"[""The Southern Fells"", NaN, ""S Fells""]"	123	61.0	58.0	Coniston Fells I	NY 288011
"[""Harrison Stickle"", ""Harrison Stickle"", ""Harrison Stickle"", ""Harrison Stickle"", ""Harrison Stickle"", ""Harrison Stickle"", ""Harrison Stickle"", 2415.0, 2415.0, ""Harrison Stickle"", ""Harrison Stickle"", ""Harrison Stickle"", ""Harrison Stickle""]"	"[""2,403"", 2415, ""2,403"", ""123"", 2415, 2415, 2415.0, 2414.0, 2403.0]"	[732, 736, 732, 736, 736.0, 736.0, 736.0]	"[""SW"", ""C""]"	[69, 71, 71, 69.0, 87.0, 1.0]	"[""NY281074"", ""NY 282 074"", ""NY 282 074"", ""NY 28180 07393"", ""NY281074"", 732.0]"	"[""The Central Fells"", NaN, ""C Fells""]"	123	71.0	68.0	Langdale Pikes and Sergeant Man & Peak-bagging from Langdale	NY 282074
"[""Green Gable"", ""Green Gable"", ""Green Gable"", ""Green Gable"", ""Green Gable"", ""Green Gable"", ""Green Gable"", 2628.0, 2628.0, ""Green Gable"", ""Green Gable"", ""Green Gable"", NaN]"	"[""2,603"", 2628, ""2,603"", ""12"", 2628, 2628, 2628.0, 2627.0, NaN]"	[793, 801, 793, 801, 801.0, 801.0, 801.0]	"[""NW"", ""W""]"	[35, 38, 38, 35.0, 79.0, 1.0]	"[""NY214107"", ""NY214 107"", ""NY214 107"", ""NY 21472 10716"", ""NY214107"", NaN]"	"[""The Western Fells"", NaN, ""W Fells""]"	12	37.0	34.0	An Ennerdale Round	
"[""Green Crag"", ""Green Crag"", ""Green Crag"", ""Green Crag"", ""Green Crag"", ""Green Crag"", ""Green Crag"", 1604.0, 1604.0, ""Green Crag"", ""Green Crag"", ""Green Crag"", NaN]"	"[""1,602"", 1604, ""1,602"", 1604, ""12"", 1604, 1604.0, 1604.0, NaN]"	[488, 489, 488, 489, 489.0, 489.0, 489.0]	"[""SW"", ""S""]"	[176, 176, 176, 176.0, 78.0, 1.0]	"[""SD200982"", ""SD 200 983"", ""SD 200 983"", ""SD 20025 98274"", ""SD200982"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	12	191.0	176.0		
"[""Great Crag"", ""Great Crag (Stonethwaite)"", ""Great Crag"", ""Great Crag"", ""Great Crag"", ""Great Crag (Stonethwaite)"", ""Great Crag"", 1444.0, 1476.0, ""Great Crag"", ""Great Crag"", ""Great Crag"", NaN]"	"[""1,500"", 1476, ""1,500"", 1476, ""-"", 1476, 1476.0, 1496.0, NaN]"	[457, 450, 457, 450, 440.0, 450.0, 450.0]	"[""NW"", ""C""]"	[191, 187, 187, 191.0, 71.0, 1.0]	"[""NY270147"", ""NY 270 147"", ""NY 270 147"", ""NY 27002 14682"", ""NY270147"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	-	204.0	188.0		
"[""Great Cockup"", ""Great Cockup"", ""Great Cockup"", ""Great Cockup"", ""Great Cockup"", ""Great Cockup"", ""Great Cockup"", 1726.0, 1726.0, ""Great Cockup"", ""Great Cockup"", ""Great Cockup"", NaN]"	"[""1,720"", ""1,720"", 1726, 1726, ""-"", 1726, 1726.0, 1725.0, NaN]"	[524, 524, 526, 526, 526.0, 526.0, 526.0]	"[""NW"", ""N""]"	[158, 159, 158, 159.0, 70.0, 1.0]	"[""NY 273 333"", ""NY273333"", ""NY 273 333"", ""NY 27336 33311"", ""NY273333"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	-	171.0	159.0		
"[""Great End"", ""Great End"", ""Great End"", ""Great End"", ""Great End"", ""Great End"", ""Great End"", 2986.0, 2986.0, ""Great End"", ""Great End"", ""Great End"", NaN]"	"[""2,984"", 2986, ""2,984"", 2986, ""1234567"", 2986, 2986.0, 2985.0, NaN]"	[910, 910, 910, 910, 910.0, 910.0, 910.0]	"[""SW"", ""S""]"	[5, 5, 5, 5.0, 73.0, 1.0]	"[""NY226083"", ""NY 227 083"", ""NY 227 083"", ""NY 22670 08385"", ""NY226083"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	1234567	8.0	5.0	Eskdale and the Scafells & Bowfell and the Scafells & Scafell Pike from Seathwaite & Scafell Pike from Langdale & Peakbagging from Langdale	
"[""Great Mell Fell"", ""Great Mell Fell"", ""Great Mell Fell"", ""Great Mell Fell"", ""Great Mell Fell"", ""Great Mell Fell"", ""Great Mell Fell"", 1762.0, 1762.0, ""Great Mell Fell"", ""Great Mell Fell"", ""Great Mell Fell"", NaN]"	"[""1,760"", 1762, ""1,760"", 1762, ""-"", 1762, 1762.0, 1760.0, NaN]"	[536, 537, 536, 537, 537.0, 537.0, 537.0]	"[""NE"", ""E""]"	[155, 155, 155, 155.0, 75.0, 1.0]	"[""NY396253"", ""NY 397 254"", ""NY 397 254"", ""NY 39682 25363"", ""NY396253"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	-	165.0	155.0		
"[""Great Gable"", ""Great Gable"", ""Great Gable"", ""Great Gable"", ""Great Gable"", ""Great Gable"", ""Great Gable"", 2949.0, 2949.0, ""Great Gable"", ""Great Gable"", ""Great Gable"", ""Great Gable""]"	"[""2,949"", ""2,949"", 2949, 2949, ""123"", 2949, 2949.0, 2949.0, 2949.0]"	[899, 899, 899, 899, 899.0, 899.0, 899.0]	"[""NW"", ""W""]"	[7, 7, 7, 7.0, 74.0, 1.0]	"[""NY 211 103"", ""NY211103"", ""NY 211 103"", ""NY 21102 10317"", ""NY211103"", 898.0]"	"[""The Western Fells"", NaN, ""W Fells""]"	123	10.0	7.0	Great Gable, Pillar and Red Pike & An Ennerdale Round	NY 211103
"[""Great Scafell"", ""Great Sca Fell"", ""Great Sca Fell"", ""Great Sca Fell"", ""Great Sca Fell"", ""Great Sca Fell"", ""Great Scafell"", 2136.0, 2136.0, ""Great Sca Fell"", ""Great Sca Fell"", ""Great Sca Fell"", NaN]"	"[""2,131"", ""2,131"", 2136, 2136, ""-"", 2136, 2136.0, 2135.0, NaN]"	[650, 650, 651, 651, 651.0, 651.0, 651.0]	"[""NW"", ""N""]"	[113, 114, 113, 114.0, 77.0, 1.0]	"[""NY 291 339"", ""NY291339"", ""NY 291 339"", ""NY 29135 33898"", ""NY291339"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	-	117.0	114.0		
"[""Watson's Dodd"", ""Watson's Dodd"", ""Watson's Dodd"", ""Watson's Dodd"", ""Watson's Dodd"", ""Watson's Dodd"", ""Watson's Dodd"", 2589.0, 2589.0, ""Watson's Dodd"", ""Watson's Dodd"", ""Watson's Dodd"", NaN]"	"[""2,584"", 2589, ""2,584"", 2589, ""1"", 2589, 2589.0, 2588.0, NaN]"	[788, 789, 788, 789, 789.0, 789.0, 789.0]	"[""NE"", ""E""]"	[41, 40, 40, 41.0, 205.0, 1.0]	"[""NY335195"", ""NY 335 196"", ""NY 335 196"", ""NY 33568 19560"", ""NY335195"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	1	44.0	41.0	Hart Side and Great Dodd & Helvellyn to Great Dodd	
"[""Wansfell"", ""Baystones [Wansfell]"", ""Wansfell"", ""Baystones (Wansfell)"", ""Wansfell"", ""Baystones [Wansfell]"", ""Wansfell"", 1598.0, 1601.0, ""Baystones (Wansfell)"", NaN, NaN, NaN]"	"[""1,579"", ""1,579"", 1601, 1601, ""-"", 1601, NaN, NaN, NaN]"	[481, 481, 488, 488, 487.0, 488.0, NaN]	"[""SE"", ""FE""]"	[181, 177, 181, 177.0, 204.0, NaN]	"[""NY 395 045"", ""NY403051"", ""NY 395 045"", ""NY 40370 05267"", ""NY403051"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	-				
"[""Ullscarf"", ""Ullscarf"", ""Ullscarf"", ""Ullscarf"", ""Ullscarf"", ""Ullscarf"", ""Ullscarf"", 2382.0, 2382.0, ""Ullscarf"", ""Ullscarf"", ""Ullscarf"", NaN]"	"[""2,370"", 2382, ""2,370"", ""1"", 2382, 2382, 2382.0, 2381.0, NaN]"	[722, 726, 722, 726, 726.0, 726.0, 726.0]	"[""NW"", ""C""]"	[75, 75, 75, 75.0, 201.0, 1.0]	"[""NY291121"", ""NY 292 122"", ""NY 292 122"", ""NY 29157 12172"", ""NY291121"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	1	78.0	75.0		
"[""Ullock Pike"", ""Ullock Pike"", ""Ullock Pike"", ""Ullock Pike"", ""Ullock Pike"", ""Ullock Pike"", ""Ullock Pike"", 2231.0, 2264.0, ""Ullock Pike"", ""Ullock Pike"", ""Ullock Pike"", NaN]"	"[""2,230"", ""2,230"", 2264, ""1"", 2264, 2264, 2264.0, 2263.0, NaN]"	[680, 680, 690, 690, 680.0, 690.0, 690.0]	"[""NW"", ""N""]"	[99, 95, 99, 95.0, 200.0, 1.0]	"[""NY 244 287"", ""NY244288"", ""NY 244 287"", ""NY 24441 28758"", ""NY244288"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	1	99.0	96.0	Skiddaw via Longside Edge	
"[""Whinlatter"", ""Whinlatter"", ""Whinlatter"", ""Whinlatter"", ""Whinlatter"", ""Whinlatter"", ""Whinlatter"", 1722.0, 1696.0, ""Whinlatter"", ""Whinlatter"", ""Whinlatter"", NaN]"	"[""1,696"", ""1,696"", 1696, 1696, ""-"", 1696, 1696.0, 1722.0, NaN]"	[517, 517, 517, 517, 525.0, 517.0, 517.0]	"[""NW"", ""NW""]"	[163, 165, 163, 165.0, 209.0, 1.0]	"[""NY 197 249"", ""NY191251"", ""NY 197 249"", ""NY 19695 24903"", ""NY191251"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	-	172.0	160.0		
"[""Knott"", ""Knott, The"", ""Knott"", ""Knott"", ""Knott"", ""Knott"", ""Knott, The"", ""Knott"", ""Knott"", 2329.0, 2329.0, ""Knott"", ""Knott"", ""Knott"", NaN]"	"[""2,329"", ""2,423"", ""2,329"", ""2,423"", 2329, ""1"", 2329, 2329, 2329.0, 2329.0, NaN]"	[710, 739, 710, 739, 710, 710, 710.0, 710.0, 710.0]	"[""NW"", ""NE"", ""N"", ""FE""]"	[82, 65, 82, 82, 65, 82.0, 120.0, 1.0]	"[""NY 296 330"", ""NY 092 120"", ""NY296329"", ""NY 296 330"", ""NY 092 120"", ""NY 29622 32985"", ""NY296329"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	1	85.0	82.0	Carrock Fell to Great Calva	
"[""Knott Rigg"", ""Knott Rigg"", ""Knott Rigg"", ""Knott Rigg"", ""Knott Rigg"", ""Knott Rigg"", ""Knott Rigg"", 1824.0, 1824.0, ""Knott Rigg"", ""Knott Rigg"", ""Knott Rigg"", NaN]"	"[""1,790"", ""1,790"", 1824, ""12"", 1824, 1824, 1824.0, 1824.0, NaN]"	[546, 546, 556, 556, 556.0, 556.0, 556.0]	"[""NW"", ""NW""]"	[150, 145, 150, 145.0, 121.0, 1.0]	"[""NY 197 188"", ""NY197187"", ""NY 197 188"", ""NY 19742 18868"", ""NY197187"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	12	153.0	145.0		
"[""Lingmoor Fell"", ""Lingmoor Fell"", ""Lingmoor Fell"", ""Lingmoor Fell"", ""Lingmoor Fell"", ""Lingmoor Fell"", ""Lingmoor Fell"", 1539.0, 1539.0, ""Lingmoor Fell"", ""Lingmoor Fell"", ""Lingmoor Fell"", NaN]"	"[""1,530"", ""1,530"", 1539, 1539, ""1234"", 1539, 1539.0, 1538.0, NaN]"	[466, 466, 469, 469, 469.0, 469.0, 469.0]	"[""SW"", ""S""]"	[185, 184, 185, 184.0, 127.0, 1.0]	"[""NY 387 100"", ""NY302046"", ""NY 387 100"", ""NY 30277 04605"", ""NY302046"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	1234	200.0	184.0		
"[""Latrigg"", ""Latrigg"", ""Latrigg"", ""Latrigg"", ""Latrigg"", ""Latrigg"", ""Latrigg"", 1207.0, 1204.0, ""Latrigg"", ""Latrigg"", ""Latrigg"", NaN]"	"[""1,203"", ""1,203"", 1204, ""-"", 1204, 1204, 1204.0, 1207.0, NaN]"	[367, 367, 367, 367, 368.0, 367.0, 367.0]	"[""NW"", ""N""]"	[206, 206, 206, 206.0, 124.0, 1.0]	"[""NY 180 286"", ""NY279247"", ""NY 180 286"", ""NY 27886 24685"", ""NY279247"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	-	230.0	206.0	Skiddaw via Lonscale Fell	
"[""Ling Fell"", ""Ling Fell"", ""Ling Fell"", ""Ling Fell"", ""Ling Fell"", ""Ling Fell"", ""Ling Fell"", 1224.0, 1224.0, ""Ling Fell"", ""Ling Fell"", ""Ling Fell"", NaN]"	"[""1,224"", ""1,224"", 1224, ""-"", 1224, 1224, 1224.0, 1223.0, NaN]"	[373, 373, 373, 373, 373.0, 373.0, 373.0]	"[""NW"", ""NW""]"	[205, 205, 205, 205.0, 125.0, 1.0]	"[""NY 210 082"", ""NY179286"", ""NY 210 082"", ""NY 17959 28590"", ""NY179286"", NaN]"	"[""The North Western Fells"", NaN, ""NW Fells""]"	-	228.0	205.0		
"[""Birkhouse Moor"", ""Birkhouse Moor"", ""Birkhouse Moor"", ""Birkhouse Moor"", ""Birkhouse Moor"", ""Birkhouse Moor"", ""Birkhouse Moor"", 2356.0, 2356.0, ""Birkhouse Moor"", ""Birkhouse Moor"", ""Birkhouse Moor"", NaN]"	"[""2,350"", 2356, ""2,350"", 2356, ""-"", 2356, 2356.0, 2355.0, NaN]"	[716, 718, 716, 718, 718.0, 718.0, 718.0]	"[""NE"", ""E""]"	[78, 77, 77, 78.0, 14.0, 1.0]	"[""NY363159"", ""NY 364 159"", ""NY 364 159"", ""NY 36344 15974"", ""NY363159"", NaN]"	"[""The Eastern Fells"", ""The Eastern Fells"", ""E Fells""]"	-	81.0	78.0	Helvellyn and Sheffield Pike	
"[""Lonscale Fell"", ""Lonscale Fell"", ""Lonscale Fell"", ""Lonscale Fell"", ""Lonscale Fell"", ""Lonscale Fell"", ""Lonscale Fell"", 2346.0, 2346.0, ""Lonscale Fell"", ""Lonscale Fell"", ""Lonscale Fell"", NaN]"	"[""2,344"", ""2,344"", 2346, 2346, ""1"", 2346, 2346.0, 2344.0, NaN]"	[714, 714, 715, 715, 715.0, 715.0, 715.0]	"[""NW"", ""N""]"	[79, 79, 79, 79.0, 134.0, 1.0]	"[""NY 204 265"", ""NY285271"", ""NY 204 265"", ""NY 28544 27171"", ""NY285271"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	1	83.0	80.0	Skiddaw via Lonscale Fell	
"[""Brandreth"", ""Brandreth"", ""Brandreth"", ""Brandreth"", ""Brandreth"", ""Brandreth"", ""Brandreth"", 2346.0, 2346.0, ""Brandreth"", ""Brandreth"", ""Brandreth"", NaN]"	"[""2,344"", ""2,344"", 2346, 2346, ""1234"", 2346, 2346.0, 2344.0, NaN]"	[714, 714, 715, 715, 715.0, 715.0, 715.0]	"[""NW"", ""W""]"	[78, 80, 78, 80.0, 25.0, 1.0]	"[""NY 215 120"", ""NY214119"", ""NY 215 120"", ""NY 21489 11928"", ""NY214119"", NaN]"	"[""The Western Fells"", ""The Western Fells"", ""W Fells""]"	1234	82.0	79.0	An Ennerdale Round	
"[""Starling Dodd"", ""Starling Dodd"", ""Starling Dodd"", ""Starling Dodd"", ""Starling Dodd"", ""Starling Dodd"", ""Starling Dodd"", 2077.0, 2077.0, ""Starling Dodd"", ""Starling Dodd"", ""Starling Dodd"", NaN]"	"[""2,085"", ""2,085"", 2077, 2077, ""12"", 2077, 2077.0, 2076.0, NaN]"	[636, 636, 633, 633, 633.0, 633.0, 633.0]	"[""NW"", ""W""]"	[120, 121, 120, 121.0, 188.0, 1.0]	"[""NY 440 181"", ""NY141157"", ""NY 440 181"", ""NY 14206 15747"", ""NY141157"", NaN]"	"[""The Western Fells"", ""The Western Fells"", ""W Fells""]"	12	126.0	122.0	An Ennerdale Round	
"[""Bowscale Fell"", ""Bowscale Fell"", ""Bowscale Fell"", ""Bowscale Fell"", ""Bowscale Fell"", ""Bowscale Fell"", ""Bowscale Fell"", 2303.0, 2303.0, ""Bowscale Fell"", ""Bowscale Fell"", ""Bowscale Fell"", NaN]"	"[""2,306"", ""2,306"", 2303, ""12"", 2303, 2303, 2303.0, 2303.0, NaN]"	[703, 703, 702, 702, 702.0, 702.0, 702.0]	"[""NW"", ""N""]"	[86, 87, 86, 87.0, 23.0, 1.0]	"[""NY 334 305"", ""NY333305"", ""NY 334 305"", ""NY 33343 30541"", ""NY333305"", NaN]"	"[""The Northern Fells"", NaN, ""N Fells""]"	12	90.0	87.0		
"[""Bonscale Pike"", ""Bonscale Pike"", ""Bonscale Pike"", ""Bonscale Pike"", ""Bonscale Pike"", ""Bonscale Pike"", ""Bonscale Pike"", 1719.0, 1719.0, ""Bonscale Pike"", ""Bonscale Pike"", ""Bonscale Pike"", NaN]"	"[""1,718"", ""1,718"", 1719, ""-"", 1719, 1719, 1719.0, 1719.0, NaN]"	[524, 524, 524, 524, 524.0, 524.0, 524.0]	"[""NE"", ""FE""]"	[160, 161, 160, 161.0, 21.0, 1.0]	"[""NY 453 201"", ""NY453200"", ""NY 453 201"", ""NY 45348 20086"", ""NY453200"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	-	173.0	161.0		
"[""Bow Fell"", ""Bowfell"", ""Bowfell"", ""Bow Fell"", ""Bow Fell"", ""Bowfell"", ""Bowfell"", 2959.0, 2959.0, ""Bow Fell"", NaN, NaN, NaN]"	"[""2,960"", ""2,960"", 2959, 2959, ""1234"", 2959, NaN, NaN, NaN]"	[902, 902, 902, 902, 902.0, 902.0, NaN]	"[""SW"", ""S""]"	[6, 6, 6, 6.0, 22.0, NaN]	"[""NY 244 064"", ""NY244064"", ""NY 244 064"", ""NY 24470 06443"", ""NY244064"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	1234				
"[""Brim Fell"", ""Brim Fell"", ""Brim Fell"", ""Brim Fell"", ""Brim Fell"", ""Brim Fell"", ""Brim Fell"", 2612.0, 2612.0, ""Brim Fell"", ""Brim Fell"", ""Brim Fell"", NaN]"	"[""2,611"", ""2,611"", 2612, 2612, ""1234"", 2612, 2612.0, 2611.0, NaN]"	[796, 796, 796, 796, 796.0, 796.0, 796.0]	"[""SW"", ""S""]"	[36, 37, 36, 37.0, 27.0, 1.0]	"[""SD 271 986"", ""SD270985"", ""SD 271 986"", ""SD 27074 98556"", ""SD270985"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	1234	40.0	37.0	Coniston Fells I & Coniston Fells II	
"[""Brock Crags"", ""Brock Crags"", ""Brock Crags"", ""Brock Crags"", ""Brock Crags"", ""Brock Crags"", ""Brock Crags"", 1841.0, 1841.0, ""Brock Crags"", ""Brock Crags"", ""Brock Crags"", NaN]"	"[""1,842"", ""1,842"", 1841, ""-"", 1841, 1841, 1841.0, 1840.0, NaN]"	[561, 561, 561, 561, 561.0, 561.0, 561.0]	"[""NE"", ""FE""]"	[144, 144, 144, 144.0, 28.0, 1.0]	"[""NY 417 137"", ""NY418136"", ""NY 417 137"", ""NY 41665 13662"", ""NY418136"", NaN]"	"[""The Far Eastern Fells"", NaN, ""Far E Fells""]"	-	152.0	144.0	minor detours from The Knott to Place Fell & Beda Fell and The Nab	
"[""Steel Fell"", ""Steel Fell"", ""Steel Fell"", ""Steel Fell"", ""Steel Fell"", ""Steel Fell"", ""Steel Fell"", 1814.0, 1814.0, ""Steel Fell"", ""Steel Fell"", ""Steel Fell"", NaN]"	"[""1,811"", ""1,811"", 1814, ""1"", 1814, 1814, 1814.0, 1814.0, NaN]"	[552, 552, 553, 553, 553.0, 553.0, 553.0]	"[""NE"", ""C""]"	[145, 146, 145, 146.0, 189.0, 1.0]	"[""NY 157 117"", ""NY320111"", ""NY 157 117"", ""NY 31944 11157"", ""NY320111"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	1	154.0	146.0		
"[""Scoat Fell"", ""Scoat Fell"", ""Scoat Fell"", ""Scoat Fell"", ""Scoat Fell"", ""Scoat Fell"", ""Scoat Fell"", 2759.0, 2759.0, ""Scoat Fell"", ""Scoat Fell"", NaN, NaN]"	"[""2,760"", ""2,760"", 2759, 2759, ""123456"", 2759, 2759.0, NaN, NaN]"	[841, 841, 841, 841, 841.0, 841.0, 841.0]	"[""NW"", ""W""]"	[22, 23, 22, 23.0, 173.0, 1.0]	"[""NY 229 102"", ""NY159113"", ""NY 229 102"", ""NY 15940 11384"", ""NY159113"", NaN]"	"[""The Western Fells"", ""The Western Fells"", ""W Fells""]"	123456				
"[""Seathwaite Fell"", ""Seathwaite Fell"", ""Seathwaite Fell"", ""Seathwaite Fell (Wainwright top)"", ""Seathwaite Fell"", ""Seathwaite Fell"", ""Seathwaite Fell"", 2073.0, 1972.0, ""Seathwaite Fell (Wainwright top)"", NaN, NaN, NaN]"	"[""1,970"", ""1,970"", 1972, 1972, ""-"", 1972, NaN, NaN, NaN]"	[600, 600, 601, 601, 632.0, 601.0, NaN]	"[""NW"", ""S""]"	[130, 130, 130, 130.0, 176.0, NaN]	"[""NY 273 114"", ""NY229102"", ""NY 273 114"", ""NY 22904 10181"", ""NY229102"", NaN]"	"[""The Southern Fells"", NaN, ""S Fells""]"	-				
"[""Dodd"", ""Dodd"", ""Dodd"", ""Dodd"", NaN, ""Dodd"", 1647.0, 1647.0, ""Dodd"", ""Dodd"", ""Dodd"", NaN]"	"[""1,612"", 1647, ""1,612"", ""-"", NaN, 1647.0, 1646.0, NaN]"	[491, 502, 491, NaN, 502.0, 502.0, 502.0]	"[""NW"", ""N""]"	[174, 175, 175, 174.0, 47.0, 1.0]	"[""NY245273"", ""NY 244 273"", ""NY 244 273"", ""NY 24368 27225"", ""NY245273"", NaN]"	"[NaN, NaN, ""N Fells""]"	-	187.0	174.0		
"[""Bleaberry Fell"", ""Bleaberry Fell"", ""Bleaberry Fell"", ""Bleaberry Fell"", ""Bleaberry Fell"", ""Bleaberry Fell"", ""Bleaberry Fell"", 1936.0, 1936.0, ""Bleaberry Fell"", ""Bleaberry Fell"", ""Bleaberry Fell"", NaN]"	"[""1,932"", ""1,932"", 1936, 1936, ""-"", 1936, 1936.0, 1935.0, NaN]"	[589, 589, 590, 590, 590.0, 590.0, 590.0]	"[""NW"", ""C""]"	[131, 132, 131, 132.0, 19.0, 1.0]	"[""NY 285 196"", ""NY286195"", ""NY 285 196"", ""NY 28565 19574"", ""NY286195"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	-	139.0	132.0		
"[""Blea Rigg"", ""Blea Rigg"", ""Blea Rigg"", ""Blea Rigg"", ""Blea Rigg"", ""Blea Rigg"", ""Blea Rigg"", 1775.0, 1775.0, ""Blea Rigg"", ""Blea Rigg"", ""Blea Rigg"", NaN]"	"[""1,776"", ""1,776"", 1775, ""123"", 1775, 1775, 1775.0, 1774.0, NaN]"	[541, 541, 541, 541, 541.0, 541.0, 541.0]	"[""SW"", ""C""]"	[151, 152, 151, 152.0, 18.0, 1.0]	"[""NY 300 079"", ""NY301078"", ""NY 300 079"", ""NY 30165 07835"", ""NY301078"", NaN]"	"[""The Central Fells"", NaN, ""C Fells""]"	123	161.0	151.0	Loughrigg, Sergeant Man and Tarn Crag & Langdale Pikes and Sergeant Man	
