"Identifier1","Identifier2","similarityScore"
"84675086_0_6386416780680710863.csv~Row50","74685423_0_8061289760697103949.csv~Row50","1.0"
"84675086_0_6386416780680710863.csv~Row55","74685423_0_8061289760697103949.csv~Row55","1.0"
"84675086_0_6386416780680710863.csv~Row194","74685423_0_8061289760697103949.csv~Row191","0.8"
"84675086_0_6386416780680710863.csv~Row2","74685423_0_8061289760697103949.csv~Row2","1.0"
"84675086_0_6386416780680710863.csv~Row242","74685423_0_8061289760697103949.csv~Row241","0.75"
"84675086_0_6386416780680710863.csv~Row271","74685423_0_8061289760697103949.csv~Row271","1.0"
"84675086_0_6386416780680710863.csv~Row82","74685423_0_8061289760697103949.csv~Row82","1.0"
"84675086_0_6386416780680710863.csv~Row149","74685423_0_8061289760697103949.csv~Row149","1.0"
"84675086_0_6386416780680710863.csv~Row196","74685423_0_8061289760697103949.csv~Row191","0.7"
"84675086_0_6386416780680710863.csv~Row173","74685423_0_8061289760697103949.csv~Row173","1.0"
"84675086_0_6386416780680710863.csv~Row61","74685423_0_8061289760697103949.csv~Row61","1.0"
"84675086_0_6386416780680710863.csv~Row196","74685423_0_8061289760697103949.csv~Row185","0.75"
"84675086_0_6386416780680710863.csv~Row204","74685423_0_8061289760697103949.csv~Row204","1.0"
"84675086_0_6386416780680710863.csv~Row110","74685423_0_8061289760697103949.csv~Row110","1.0"
"84675086_0_6386416780680710863.csv~Row78","74685423_0_8061289760697103949.csv~Row78","1.0"
"84675086_0_6386416780680710863.csv~Row143","74685423_0_8061289760697103949.csv~Row143","1.0"
"84675086_0_6386416780680710863.csv~Row158","74685423_0_8061289760697103949.csv~Row158","1.0"
"84675086_0_6386416780680710863.csv~Row163","74685423_0_8061289760697103949.csv~Row163","1.0"
"84675086_0_6386416780680710863.csv~Row235","74685423_0_8061289760697103949.csv~Row237","0.75"
"84675086_0_6386416780680710863.csv~Row182","74685423_0_8061289760697103949.csv~Row213","0.75"
"84675086_0_6386416780680710863.csv~Row236","74685423_0_8061289760697103949.csv~Row235","0.75"
"84675086_0_6386416780680710863.csv~Row269","74685423_0_8061289760697103949.csv~Row269","1.0"
"84675086_0_6386416780680710863.csv~Row65","74685423_0_8061289760697103949.csv~Row65","1.0"
"84675086_0_6386416780680710863.csv~Row210","74685423_0_8061289760697103949.csv~Row210","1.0"
"84675086_0_6386416780680710863.csv~Row15","74685423_0_8061289760697103949.csv~Row15","1.0"
"84675086_0_6386416780680710863.csv~Row265","74685423_0_8061289760697103949.csv~Row164","0.75"
"84675086_0_6386416780680710863.csv~Row193","74685423_0_8061289760697103949.csv~Row191","0.8"
"84675086_0_6386416780680710863.csv~Row234","74685423_0_8061289760697103949.csv~Row234","1.0"
"84675086_0_6386416780680710863.csv~Row232","74685423_0_8061289760697103949.csv~Row234","0.75"
"84675086_0_6386416780680710863.csv~Row88","74685423_0_8061289760697103949.csv~Row88","1.0"
"84675086_0_6386416780680710863.csv~Row262","74685423_0_8061289760697103949.csv~Row262","1.0"
"84675086_0_6386416780680710863.csv~Row251","74685423_0_8061289760697103949.csv~Row191","0.7"
"84675086_0_6386416780680710863.csv~Row234","74685423_0_8061289760697103949.csv~Row232","0.75"
"84675086_0_6386416780680710863.csv~Row232","74685423_0_8061289760697103949.csv~Row232","1.0"
"84675086_0_6386416780680710863.csv~Row57","74685423_0_8061289760697103949.csv~Row57","1.0"
"84675086_0_6386416780680710863.csv~Row93","74685423_0_8061289760697103949.csv~Row93","1.0"
"84675086_0_6386416780680710863.csv~Row139","74685423_0_8061289760697103949.csv~Row139","1.0"
"84675086_0_6386416780680710863.csv~Row268","74685423_0_8061289760697103949.csv~Row268","1.0"
"84675086_0_6386416780680710863.csv~Row253","74685423_0_8061289760697103949.csv~Row253","1.0"
"84675086_0_6386416780680710863.csv~Row120","74685423_0_8061289760697103949.csv~Row120","1.0"
"84675086_0_6386416780680710863.csv~Row238","74685423_0_8061289760697103949.csv~Row238","1.0"
"84675086_0_6386416780680710863.csv~Row46","74685423_0_8061289760697103949.csv~Row45","0.75"
"84675086_0_6386416780680710863.csv~Row100","74685423_0_8061289760697103949.csv~Row100","1.0"
"84675086_0_6386416780680710863.csv~Row154","74685423_0_8061289760697103949.csv~Row154","1.0"
"84675086_0_6386416780680710863.csv~Row49","74685423_0_8061289760697103949.csv~Row48","0.75"
"84675086_0_6386416780680710863.csv~Row58","74685423_0_8061289760697103949.csv~Row58","1.0"
"84675086_0_6386416780680710863.csv~Row252","74685423_0_8061289760697103949.csv~Row35","0.75"
"84675086_0_6386416780680710863.csv~Row165","74685423_0_8061289760697103949.csv~Row63","0.75"
"84675086_0_6386416780680710863.csv~Row22","74685423_0_8061289760697103949.csv~Row24","0.75"
"84675086_0_6386416780680710863.csv~Row242","74685423_0_8061289760697103949.csv~Row252","0.75"
"84675086_0_6386416780680710863.csv~Row104","74685423_0_8061289760697103949.csv~Row196","0.75"
"84675086_0_6386416780680710863.csv~Row177","74685423_0_8061289760697103949.csv~Row177","1.0"
"84675086_0_6386416780680710863.csv~Row9","74685423_0_8061289760697103949.csv~Row9","1.0"
"84675086_0_6386416780680710863.csv~Row176","74685423_0_8061289760697103949.csv~Row176","1.0"
"84675086_0_6386416780680710863.csv~Row195","74685423_0_8061289760697103949.csv~Row213","0.75"
"84675086_0_6386416780680710863.csv~Row213","74685423_0_8061289760697103949.csv~Row182","0.75"
"84675086_0_6386416780680710863.csv~Row239","74685423_0_8061289760697103949.csv~Row238","0.75"
"84675086_0_6386416780680710863.csv~Row47","74685423_0_8061289760697103949.csv~Row47","1.0"
"84675086_0_6386416780680710863.csv~Row189","74685423_0_8061289760697103949.csv~Row189","1.0"
"84675086_0_6386416780680710863.csv~Row107","74685423_0_8061289760697103949.csv~Row107","1.0"
"84675086_0_6386416780680710863.csv~Row241","74685423_0_8061289760697103949.csv~Row241","1.0"
"84675086_0_6386416780680710863.csv~Row191","74685423_0_8061289760697103949.csv~Row191","1.0"
"84675086_0_6386416780680710863.csv~Row112","74685423_0_8061289760697103949.csv~Row112","1.0"
"84675086_0_6386416780680710863.csv~Row53","74685423_0_8061289760697103949.csv~Row52","0.7"
"84675086_0_6386416780680710863.csv~Row98","74685423_0_8061289760697103949.csv~Row98","1.0"
"84675086_0_6386416780680710863.csv~Row171","74685423_0_8061289760697103949.csv~Row171","1.0"
"84675086_0_6386416780680710863.csv~Row252","74685423_0_8061289760697103949.csv~Row252","1.0"
"84675086_0_6386416780680710863.csv~Row245","74685423_0_8061289760697103949.csv~Row245","1.0"
"84675086_0_6386416780680710863.csv~Row208","74685423_0_8061289760697103949.csv~Row208","1.0"
"84675086_0_6386416780680710863.csv~Row94","74685423_0_8061289760697103949.csv~Row94","1.0"
"84675086_0_6386416780680710863.csv~Row192","74685423_0_8061289760697103949.csv~Row196","0.75"
"84675086_0_6386416780680710863.csv~Row170","74685423_0_8061289760697103949.csv~Row170","1.0"
"84675086_0_6386416780680710863.csv~Row81","74685423_0_8061289760697103949.csv~Row81","1.0"
"84675086_0_6386416780680710863.csv~Row198","74685423_0_8061289760697103949.csv~Row198","1.0"
"84675086_0_6386416780680710863.csv~Row142","74685423_0_8061289760697103949.csv~Row141","0.75"
"84675086_0_6386416780680710863.csv~Row141","74685423_0_8061289760697103949.csv~Row142","0.75"
"84675086_0_6386416780680710863.csv~Row232","74685423_0_8061289760697103949.csv~Row242","0.75"
"84675086_0_6386416780680710863.csv~Row234","74685423_0_8061289760697103949.csv~Row242","0.75"
"84675086_0_6386416780680710863.csv~Row128","74685423_0_8061289760697103949.csv~Row128","1.0"
"84675086_0_6386416780680710863.csv~Row24","74685423_0_8061289760697103949.csv~Row22","0.75"
"84675086_0_6386416780680710863.csv~Row141","74685423_0_8061289760697103949.csv~Row141","1.0"
"84675086_0_6386416780680710863.csv~Row142","74685423_0_8061289760697103949.csv~Row142","1.0"
"84675086_0_6386416780680710863.csv~Row73","74685423_0_8061289760697103949.csv~Row73","1.0"
"84675086_0_6386416780680710863.csv~Row196","74685423_0_8061289760697103949.csv~Row104","0.75"
"84675086_0_6386416780680710863.csv~Row235","74685423_0_8061289760697103949.csv~Row235","1.0"
"84675086_0_6386416780680710863.csv~Row146","74685423_0_8061289760697103949.csv~Row146","1.0"
"84675086_0_6386416780680710863.csv~Row90","74685423_0_8061289760697103949.csv~Row90","1.0"
"84675086_0_6386416780680710863.csv~Row216","74685423_0_8061289760697103949.csv~Row216","1.0"
"84675086_0_6386416780680710863.csv~Row5","74685423_0_8061289760697103949.csv~Row5","1.0"
"84675086_0_6386416780680710863.csv~Row210","74685423_0_8061289760697103949.csv~Row195","0.75"
"84675086_0_6386416780680710863.csv~Row138","74685423_0_8061289760697103949.csv~Row138","1.0"
"84675086_0_6386416780680710863.csv~Row198","74685423_0_8061289760697103949.csv~Row195","0.75"
"84675086_0_6386416780680710863.csv~Row197","74685423_0_8061289760697103949.csv~Row197","1.0"
"84675086_0_6386416780680710863.csv~Row19","74685423_0_8061289760697103949.csv~Row19","1.0"
"84675086_0_6386416780680710863.csv~Row7","74685423_0_8061289760697103949.csv~Row7","1.0"
"84675086_0_6386416780680710863.csv~Row212","74685423_0_8061289760697103949.csv~Row212","1.0"
"84675086_0_6386416780680710863.csv~Row241","74685423_0_8061289760697103949.csv~Row252","0.75"
"84675086_0_6386416780680710863.csv~Row80","74685423_0_8061289760697103949.csv~Row83","0.75"
"84675086_0_6386416780680710863.csv~Row247","74685423_0_8061289760697103949.csv~Row247","1.0"
"84675086_0_6386416780680710863.csv~Row255","74685423_0_8061289760697103949.csv~Row255","1.0"
"84675086_0_6386416780680710863.csv~Row80","74685423_0_8061289760697103949.csv~Row80","1.0"
"84675086_0_6386416780680710863.csv~Row252","74685423_0_8061289760697103949.csv~Row241","0.75"
"84675086_0_6386416780680710863.csv~Row52","74685423_0_8061289760697103949.csv~Row53","0.7"
"84675086_0_6386416780680710863.csv~Row211","74685423_0_8061289760697103949.csv~Row211","1.0"
"84675086_0_6386416780680710863.csv~Row27","74685423_0_8061289760697103949.csv~Row27","1.0"
"84675086_0_6386416780680710863.csv~Row31","74685423_0_8061289760697103949.csv~Row31","1.0"
"84675086_0_6386416780680710863.csv~Row166","74685423_0_8061289760697103949.csv~Row166","1.0"
"84675086_0_6386416780680710863.csv~Row214","74685423_0_8061289760697103949.csv~Row214","1.0"
"84675086_0_6386416780680710863.csv~Row240","74685423_0_8061289760697103949.csv~Row240","1.0"
"84675086_0_6386416780680710863.csv~Row135","74685423_0_8061289760697103949.csv~Row135","1.0"
"84675086_0_6386416780680710863.csv~Row246","74685423_0_8061289760697103949.csv~Row246","1.0"
"84675086_0_6386416780680710863.csv~Row87","74685423_0_8061289760697103949.csv~Row87","1.0"
"84675086_0_6386416780680710863.csv~Row221","74685423_0_8061289760697103949.csv~Row221","1.0"
"84675086_0_6386416780680710863.csv~Row210","74685423_0_8061289760697103949.csv~Row182","0.75"
"84675086_0_6386416780680710863.csv~Row89","74685423_0_8061289760697103949.csv~Row89","1.0"
"84675086_0_6386416780680710863.csv~Row193","74685423_0_8061289760697103949.csv~Row196","0.7"
"84675086_0_6386416780680710863.csv~Row243","74685423_0_8061289760697103949.csv~Row243","1.0"
"84675086_0_6386416780680710863.csv~Row236","74685423_0_8061289760697103949.csv~Row251","0.75"
"84675086_0_6386416780680710863.csv~Row178","74685423_0_8061289760697103949.csv~Row178","1.0"
"84675086_0_6386416780680710863.csv~Row79","74685423_0_8061289760697103949.csv~Row79","1.0"
"84675086_0_6386416780680710863.csv~Row183","74685423_0_8061289760697103949.csv~Row183","1.0"
"84675086_0_6386416780680710863.csv~Row92","74685423_0_8061289760697103949.csv~Row92","1.0"
"84675086_0_6386416780680710863.csv~Row119","74685423_0_8061289760697103949.csv~Row119","1.0"
"84675086_0_6386416780680710863.csv~Row133","74685423_0_8061289760697103949.csv~Row134","0.75"
"84675086_0_6386416780680710863.csv~Row174","74685423_0_8061289760697103949.csv~Row174","1.0"
"84675086_0_6386416780680710863.csv~Row237","74685423_0_8061289760697103949.csv~Row237","1.0"
"84675086_0_6386416780680710863.csv~Row125","74685423_0_8061289760697103949.csv~Row125","1.0"
"84675086_0_6386416780680710863.csv~Row185","74685423_0_8061289760697103949.csv~Row192","0.75"
"84675086_0_6386416780680710863.csv~Row194","74685423_0_8061289760697103949.csv~Row196","0.7"
"84675086_0_6386416780680710863.csv~Row133","74685423_0_8061289760697103949.csv~Row237","0.75"
"84675086_0_6386416780680710863.csv~Row226","74685423_0_8061289760697103949.csv~Row226","1.0"
"84675086_0_6386416780680710863.csv~Row97","74685423_0_8061289760697103949.csv~Row97","1.0"
"84675086_0_6386416780680710863.csv~Row103","74685423_0_8061289760697103949.csv~Row108","0.75"
"84675086_0_6386416780680710863.csv~Row239","74685423_0_8061289760697103949.csv~Row239","1.0"
"84675086_0_6386416780680710863.csv~Row213","74685423_0_8061289760697103949.csv~Row195","0.75"
"84675086_0_6386416780680710863.csv~Row67","74685423_0_8061289760697103949.csv~Row66","0.75"
"84675086_0_6386416780680710863.csv~Row265","74685423_0_8061289760697103949.csv~Row265","1.0"
"84675086_0_6386416780680710863.csv~Row35","74685423_0_8061289760697103949.csv~Row252","0.75"
"84675086_0_6386416780680710863.csv~Row196","74685423_0_8061289760697103949.csv~Row196","1.0"
"84675086_0_6386416780680710863.csv~Row55","74685423_0_8061289760697103949.csv~Row54","0.75"
"84675086_0_6386416780680710863.csv~Row11","74685423_0_8061289760697103949.csv~Row11","1.0"
"84675086_0_6386416780680710863.csv~Row254","74685423_0_8061289760697103949.csv~Row254","1.0"
"84675086_0_6386416780680710863.csv~Row108","74685423_0_8061289760697103949.csv~Row108","1.0"
"84675086_0_6386416780680710863.csv~Row59","74685423_0_8061289760697103949.csv~Row59","1.0"
"84675086_0_6386416780680710863.csv~Row83","74685423_0_8061289760697103949.csv~Row83","1.0"
"84675086_0_6386416780680710863.csv~Row10","74685423_0_8061289760697103949.csv~Row10","1.0"
"84675086_0_6386416780680710863.csv~Row127","74685423_0_8061289760697103949.csv~Row127","1.0"
"84675086_0_6386416780680710863.csv~Row134","74685423_0_8061289760697103949.csv~Row133","0.75"
"84675086_0_6386416780680710863.csv~Row85","74685423_0_8061289760697103949.csv~Row85","1.0"
"84675086_0_6386416780680710863.csv~Row78","74685423_0_8061289760697103949.csv~Row90","0.75"
"84675086_0_6386416780680710863.csv~Row219","74685423_0_8061289760697103949.csv~Row219","1.0"
"84675086_0_6386416780680710863.csv~Row29","74685423_0_8061289760697103949.csv~Row29","1.0"
"84675086_0_6386416780680710863.csv~Row205","74685423_0_8061289760697103949.csv~Row205","1.0"
"84675086_0_6386416780680710863.csv~Row83","74685423_0_8061289760697103949.csv~Row80","0.75"
"84675086_0_6386416780680710863.csv~Row109","74685423_0_8061289760697103949.csv~Row109","1.0"
"84675086_0_6386416780680710863.csv~Row145","74685423_0_8061289760697103949.csv~Row145","1.0"
"84675086_0_6386416780680710863.csv~Row237","74685423_0_8061289760697103949.csv~Row133","0.75"
"84675086_0_6386416780680710863.csv~Row17","74685423_0_8061289760697103949.csv~Row17","1.0"
"84675086_0_6386416780680710863.csv~Row234","74685423_0_8061289760697103949.csv~Row252","0.75"
"84675086_0_6386416780680710863.csv~Row177","74685423_0_8061289760697103949.csv~Row178","0.75"
"84675086_0_6386416780680710863.csv~Row164","74685423_0_8061289760697103949.csv~Row265","0.75"
"84675086_0_6386416780680710863.csv~Row232","74685423_0_8061289760697103949.csv~Row252","0.75"
"84675086_0_6386416780680710863.csv~Row67","74685423_0_8061289760697103949.csv~Row70","0.75"
"84675086_0_6386416780680710863.csv~Row13","74685423_0_8061289760697103949.csv~Row13","1.0"
"84675086_0_6386416780680710863.csv~Row156","74685423_0_8061289760697103949.csv~Row156","1.0"
"84675086_0_6386416780680710863.csv~Row8","74685423_0_8061289760697103949.csv~Row8","1.0"
"84675086_0_6386416780680710863.csv~Row67","74685423_0_8061289760697103949.csv~Row67","1.0"
"84675086_0_6386416780680710863.csv~Row242","74685423_0_8061289760697103949.csv~Row232","0.75"
"84675086_0_6386416780680710863.csv~Row252","74685423_0_8061289760697103949.csv~Row242","0.75"
"84675086_0_6386416780680710863.csv~Row242","74685423_0_8061289760697103949.csv~Row234","0.75"
"84675086_0_6386416780680710863.csv~Row244","74685423_0_8061289760697103949.csv~Row244","1.0"
"84675086_0_6386416780680710863.csv~Row69","74685423_0_8061289760697103949.csv~Row69","1.0"
"84675086_0_6386416780680710863.csv~Row134","74685423_0_8061289760697103949.csv~Row134","1.0"
"84675086_0_6386416780680710863.csv~Row89","74685423_0_8061289760697103949.csv~Row88","0.75"
"84675086_0_6386416780680710863.csv~Row32","74685423_0_8061289760697103949.csv~Row32","1.0"
"84675086_0_6386416780680710863.csv~Row191","74685423_0_8061289760697103949.csv~Row194","0.8"
"84675086_0_6386416780680710863.csv~Row6","74685423_0_8061289760697103949.csv~Row6","1.0"
"84675086_0_6386416780680710863.csv~Row22","74685423_0_8061289760697103949.csv~Row22","1.0"
"84675086_0_6386416780680710863.csv~Row48","74685423_0_8061289760697103949.csv~Row49","0.75"
"84675086_0_6386416780680710863.csv~Row192","74685423_0_8061289760697103949.csv~Row192","1.0"
"84675086_0_6386416780680710863.csv~Row102","74685423_0_8061289760697103949.csv~Row102","1.0"
"84675086_0_6386416780680710863.csv~Row228","74685423_0_8061289760697103949.csv~Row228","1.0"
"84675086_0_6386416780680710863.csv~Row202","74685423_0_8061289760697103949.csv~Row202","1.0"
"84675086_0_6386416780680710863.csv~Row151","74685423_0_8061289760697103949.csv~Row151","1.0"
"84675086_0_6386416780680710863.csv~Row44","74685423_0_8061289760697103949.csv~Row44","1.0"
"84675086_0_6386416780680710863.csv~Row56","74685423_0_8061289760697103949.csv~Row56","1.0"
"84675086_0_6386416780680710863.csv~Row184","74685423_0_8061289760697103949.csv~Row184","1.0"
"84675086_0_6386416780680710863.csv~Row48","74685423_0_8061289760697103949.csv~Row48","1.0"
"84675086_0_6386416780680710863.csv~Row132","74685423_0_8061289760697103949.csv~Row132","1.0"
"84675086_0_6386416780680710863.csv~Row126","74685423_0_8061289760697103949.csv~Row126","1.0"
"84675086_0_6386416780680710863.csv~Row77","74685423_0_8061289760697103949.csv~Row77","1.0"
"84675086_0_6386416780680710863.csv~Row165","74685423_0_8061289760697103949.csv~Row165","1.0"
"84675086_0_6386416780680710863.csv~Row124","74685423_0_8061289760697103949.csv~Row124","1.0"
"84675086_0_6386416780680710863.csv~Row241","74685423_0_8061289760697103949.csv~Row242","0.75"
"84675086_0_6386416780680710863.csv~Row30","74685423_0_8061289760697103949.csv~Row30","1.0"
"84675086_0_6386416780680710863.csv~Row34","74685423_0_8061289760697103949.csv~Row34","1.0"
"84675086_0_6386416780680710863.csv~Row203","74685423_0_8061289760697103949.csv~Row203","1.0"
"84675086_0_6386416780680710863.csv~Row232","74685423_0_8061289760697103949.csv~Row241","0.75"
"84675086_0_6386416780680710863.csv~Row234","74685423_0_8061289760697103949.csv~Row241","0.75"
"84675086_0_6386416780680710863.csv~Row76","74685423_0_8061289760697103949.csv~Row73","0.75"
"84675086_0_6386416780680710863.csv~Row62","74685423_0_8061289760697103949.csv~Row62","1.0"
"84675086_0_6386416780680710863.csv~Row54","74685423_0_8061289760697103949.csv~Row54","1.0"
"84675086_0_6386416780680710863.csv~Row147","74685423_0_8061289760697103949.csv~Row136","0.7"
"84675086_0_6386416780680710863.csv~Row182","74685423_0_8061289760697103949.csv~Row182","1.0"
"84675086_0_6386416780680710863.csv~Row133","74685423_0_8061289760697103949.csv~Row133","1.0"
"84675086_0_6386416780680710863.csv~Row103","74685423_0_8061289760697103949.csv~Row103","1.0"
"84675086_0_6386416780680710863.csv~Row267","74685423_0_8061289760697103949.csv~Row267","1.0"
"84675086_0_6386416780680710863.csv~Row218","74685423_0_8061289760697103949.csv~Row218","1.0"
"84675086_0_6386416780680710863.csv~Row266","74685423_0_8061289760697103949.csv~Row266","1.0"
"84675086_0_6386416780680710863.csv~Row235","74685423_0_8061289760697103949.csv~Row236","0.75"
"84675086_0_6386416780680710863.csv~Row18","74685423_0_8061289760697103949.csv~Row18","1.0"
"84675086_0_6386416780680710863.csv~Row169","74685423_0_8061289760697103949.csv~Row169","1.0"
"84675086_0_6386416780680710863.csv~Row136","74685423_0_8061289760697103949.csv~Row136","1.0"
"84675086_0_6386416780680710863.csv~Row25","74685423_0_8061289760697103949.csv~Row25","1.0"
"84675086_0_6386416780680710863.csv~Row144","74685423_0_8061289760697103949.csv~Row144","1.0"
"84675086_0_6386416780680710863.csv~Row195","74685423_0_8061289760697103949.csv~Row210","0.75"
"84675086_0_6386416780680710863.csv~Row182","74685423_0_8061289760697103949.csv~Row195","0.75"
"84675086_0_6386416780680710863.csv~Row108","74685423_0_8061289760697103949.csv~Row103","0.75"
"84675086_0_6386416780680710863.csv~Row188","74685423_0_8061289760697103949.csv~Row188","1.0"
"84675086_0_6386416780680710863.csv~Row43","74685423_0_8061289760697103949.csv~Row43","1.0"
"84675086_0_6386416780680710863.csv~Row75","74685423_0_8061289760697103949.csv~Row75","1.0"
"84675086_0_6386416780680710863.csv~Row194","74685423_0_8061289760697103949.csv~Row251","0.7"
"84675086_0_6386416780680710863.csv~Row199","74685423_0_8061289760697103949.csv~Row199","1.0"
"84675086_0_6386416780680710863.csv~Row160","74685423_0_8061289760697103949.csv~Row160","1.0"
"84675086_0_6386416780680710863.csv~Row65","74685423_0_8061289760697103949.csv~Row247","0.75"
"84675086_0_6386416780680710863.csv~Row229","74685423_0_8061289760697103949.csv~Row229","1.0"
"84675086_0_6386416780680710863.csv~Row162","74685423_0_8061289760697103949.csv~Row162","1.0"
"84675086_0_6386416780680710863.csv~Row71","74685423_0_8061289760697103949.csv~Row71","1.0"
"84675086_0_6386416780680710863.csv~Row185","74685423_0_8061289760697103949.csv~Row196","0.75"
"84675086_0_6386416780680710863.csv~Row193","74685423_0_8061289760697103949.csv~Row251","0.7"
"84675086_0_6386416780680710863.csv~Row251","74685423_0_8061289760697103949.csv~Row251","1.0"
"84675086_0_6386416780680710863.csv~Row99","74685423_0_8061289760697103949.csv~Row99","1.0"
"84675086_0_6386416780680710863.csv~Row32","74685423_0_8061289760697103949.csv~Row213","0.75"
"84675086_0_6386416780680710863.csv~Row63","74685423_0_8061289760697103949.csv~Row63","1.0"
"84675086_0_6386416780680710863.csv~Row137","74685423_0_8061289760697103949.csv~Row137","1.0"
"84675086_0_6386416780680710863.csv~Row191","74685423_0_8061289760697103949.csv~Row193","0.8"
"84675086_0_6386416780680710863.csv~Row196","74685423_0_8061289760697103949.csv~Row192","0.75"
"84675086_0_6386416780680710863.csv~Row225","74685423_0_8061289760697103949.csv~Row225","1.0"
"84675086_0_6386416780680710863.csv~Row236","74685423_0_8061289760697103949.csv~Row236","1.0"
"84675086_0_6386416780680710863.csv~Row195","74685423_0_8061289760697103949.csv~Row195","1.0"
"84675086_0_6386416780680710863.csv~Row54","74685423_0_8061289760697103949.csv~Row55","0.75"
"84675086_0_6386416780680710863.csv~Row164","74685423_0_8061289760697103949.csv~Row164","1.0"
"84675086_0_6386416780680710863.csv~Row20","74685423_0_8061289760697103949.csv~Row20","1.0"
"84675086_0_6386416780680710863.csv~Row72","74685423_0_8061289760697103949.csv~Row72","1.0"
"84675086_0_6386416780680710863.csv~Row213","74685423_0_8061289760697103949.csv~Row32","0.75"
"84675086_0_6386416780680710863.csv~Row152","74685423_0_8061289760697103949.csv~Row152","1.0"
"84675086_0_6386416780680710863.csv~Row159","74685423_0_8061289760697103949.csv~Row159","1.0"
"84675086_0_6386416780680710863.csv~Row263","74685423_0_8061289760697103949.csv~Row263","1.0"
"84675086_0_6386416780680710863.csv~Row122","74685423_0_8061289760697103949.csv~Row122","1.0"
"84675086_0_6386416780680710863.csv~Row193","74685423_0_8061289760697103949.csv~Row193","1.0"
"84675086_0_6386416780680710863.csv~Row251","74685423_0_8061289760697103949.csv~Row193","0.7"
"84675086_0_6386416780680710863.csv~Row190","74685423_0_8061289760697103949.csv~Row190","1.0"
"84675086_0_6386416780680710863.csv~Row182","74685423_0_8061289760697103949.csv~Row210","0.75"
"84675086_0_6386416780680710863.csv~Row147","74685423_0_8061289760697103949.csv~Row147","1.0"
"84675086_0_6386416780680710863.csv~Row222","74685423_0_8061289760697103949.csv~Row222","1.0"
"84675086_0_6386416780680710863.csv~Row4","74685423_0_8061289760697103949.csv~Row4","1.0"
"84675086_0_6386416780680710863.csv~Row191","74685423_0_8061289760697103949.csv~Row251","0.7"
"84675086_0_6386416780680710863.csv~Row191","74685423_0_8061289760697103949.csv~Row178","0.7"
"84675086_0_6386416780680710863.csv~Row123","74685423_0_8061289760697103949.csv~Row123","1.0"
"84675086_0_6386416780680710863.csv~Row207","74685423_0_8061289760697103949.csv~Row207","1.0"
"84675086_0_6386416780680710863.csv~Row3","74685423_0_8061289760697103949.csv~Row3","1.0"
"84675086_0_6386416780680710863.csv~Row259","74685423_0_8061289760697103949.csv~Row259","1.0"
"84675086_0_6386416780680710863.csv~Row14","74685423_0_8061289760697103949.csv~Row14","1.0"
"84675086_0_6386416780680710863.csv~Row196","74685423_0_8061289760697103949.csv~Row193","0.7"
"84675086_0_6386416780680710863.csv~Row178","74685423_0_8061289760697103949.csv~Row177","0.75"
"84675086_0_6386416780680710863.csv~Row210","74685423_0_8061289760697103949.csv~Row213","0.75"
"84675086_0_6386416780680710863.csv~Row186","74685423_0_8061289760697103949.csv~Row186","1.0"
"84675086_0_6386416780680710863.csv~Row231","74685423_0_8061289760697103949.csv~Row231","1.0"
"84675086_0_6386416780680710863.csv~Row115","74685423_0_8061289760697103949.csv~Row115","1.0"
"84675086_0_6386416780680710863.csv~Row175","74685423_0_8061289760697103949.csv~Row175","1.0"
"84675086_0_6386416780680710863.csv~Row157","74685423_0_8061289760697103949.csv~Row157","1.0"
"84675086_0_6386416780680710863.csv~Row247","74685423_0_8061289760697103949.csv~Row65","0.75"
"84675086_0_6386416780680710863.csv~Row88","74685423_0_8061289760697103949.csv~Row89","0.75"
"84675086_0_6386416780680710863.csv~Row76","74685423_0_8061289760697103949.csv~Row76","1.0"
"84675086_0_6386416780680710863.csv~Row195","74685423_0_8061289760697103949.csv~Row198","0.75"
"84675086_0_6386416780680710863.csv~Row84","74685423_0_8061289760697103949.csv~Row84","1.0"
"84675086_0_6386416780680710863.csv~Row194","74685423_0_8061289760697103949.csv~Row193","0.8"
"84675086_0_6386416780680710863.csv~Row187","74685423_0_8061289760697103949.csv~Row187","1.0"
"84675086_0_6386416780680710863.csv~Row106","74685423_0_8061289760697103949.csv~Row106","1.0"
"84675086_0_6386416780680710863.csv~Row39","74685423_0_8061289760697103949.csv~Row39","1.0"
"84675086_0_6386416780680710863.csv~Row74","74685423_0_8061289760697103949.csv~Row74","1.0"
"84675086_0_6386416780680710863.csv~Row45","74685423_0_8061289760697103949.csv~Row46","0.75"
"84675086_0_6386416780680710863.csv~Row220","74685423_0_8061289760697103949.csv~Row220","1.0"
"84675086_0_6386416780680710863.csv~Row233","74685423_0_8061289760697103949.csv~Row233","1.0"
"84675086_0_6386416780680710863.csv~Row118","74685423_0_8061289760697103949.csv~Row118","1.0"
"84675086_0_6386416780680710863.csv~Row172","74685423_0_8061289760697103949.csv~Row172","1.0"
"84675086_0_6386416780680710863.csv~Row185","74685423_0_8061289760697103949.csv~Row185","1.0"
"84675086_0_6386416780680710863.csv~Row195","74685423_0_8061289760697103949.csv~Row154","0.75"
"84675086_0_6386416780680710863.csv~Row264","74685423_0_8061289760697103949.csv~Row264","1.0"
"84675086_0_6386416780680710863.csv~Row155","74685423_0_8061289760697103949.csv~Row155","1.0"
"84675086_0_6386416780680710863.csv~Row247","74685423_0_8061289760697103949.csv~Row251","0.75"
